ERR unknown command (type 'help')
OK mode=LOG
ERR unknown command (type 'help')
M,1273618,W,41,START
OK start
S,1338639,-3,107,360
S,1338649,-15,118,341
S,1338663,12,135,334
S,1338669,61,146,357
S,1338679,96,149,384
S,1338689,99,139,389
S,1338699,91,134,383
S,1338709,83,131,368
S,1338719,69,137,341
S,1338729,53,158,310
S,1338739,39,154,318
S,1338749,45,170,306
S,1338759,66,184,317
S,1338769,95,215,329
S,1338779,81,224,316
S,1338789,60,206,295
S,1338799,60,190,296
S,1338809,67,171,302
S,1338819,61,150,302
S,1338829,49,128,296
S,1338839,62,129,292
S,1338849,103,150,301
S,1338859,119,181,290
S,1338869,95,161,277
S,1338879,73,178,269
S,1338889,72,174,252
S,1338899,68,176,257
S,1338909,68,176,252
S,1338919,61,154,252
S,1338929,64,142,251
S,1338939,63,132,251
S,1338949,63,123,248
S,1338959,72,123,242
S,1338969,82,127,244
S,1338979,93,131,248
S,1338989,89,141,242
S,1338999,77,140,227
S,1339009,69,135,210
S,1339019,65,126,193
S,1339029,65,110,185
S,1339039,71,101,189
S,1339049,90,99,196
S,1339059,102,93,205
S,1339069,93,82,209
S,1339079,76,71,204
S,1339089,66,65,198
S,1339099,60,69,176
S,1339109,61,80,153
S,1339119,66,82,145
S,1339129,63,69,147
S,1339139,67,65,131
S,1339149,65,44,137
S,1339159,63,29,148
S,1339169,50,9,153
S,1339179,40,-1,156
S,1339189,35,5,148
S,1339199,26,11,143
S,1339209,18,7,140
S,1339219,20,8,133
S,1339229,13,4,137
S,1339239,14,-6,138
S,1339249,11,-14,150
S,1339259,13,-31,165
S,1339269,15,-52,183
S,1339279,10,-68,196
S,1339289,-1,-71,202
S,1339299,-9,-61,186
S,1339309,-4,-53,180
S,1339319,-1,-55,186
S,1339329,9,-65,196
S,1339339,20,-68,217
S,1339349,18,-71,239
S,1339359,5,-78,250
S,1339369,-10,-88,255
S,1339379,-18,-102,256
S,1339389,-20,-114,248
S,1339399,-15,-118,243
S,1339409,-2,-116,236
S,1339419,4,-112,243
S,1339429,-7,-114,260
S,1339439,-32,-122,267
S,1339449,-58,-129,273
S,1339459,-72,-129,265
S,1339469,-73,-121,251
S,1339479,-58,-100,245
S,1339489,-36,-91,244
S,1339499,-22,-96,251
S,1339509,-27,-88,259
S,1339519,-47,-76,274
S,1339529,-66,-73,283
S,1339539,-77,-80,287
S,1339549,-76,-86,283
S,1339559,-72,-76,271
S,1339569,-62,-61,254
S,1339579,-61,-47,267
S,1339589,-74,-25,304
S,1339599,-88,-20,317
S,1339609,-95,-17,326
S,1339619,-88,-6,336
S,1339629,-72,3,339
S,1339639,-46,14,339
S,1339649,-41,22,336
S,1339659,-54,15,354
S,1339669,-71,9,367
S,1339679,-96,20,375
S,1339689,-94,17,357
S,1339699,-84,35,353
S,1339709,-67,27,365
S,1339719,-60,33,356
S,1339729,-57,25,349
S,1339739,-65,16,345
S,1339749,-80,-2,350
S,1339759,-86,-26,349
S,1339769,-90,-30,352
S,1339779,-87,-56,342
S,1339789,-79,-47,343
S,1339799,-69,-27,332
S,1339809,-65,-25,321
S,1339819,-62,-17,309
S,1339829,-61,-17,302
S,1339839,-60,-17,296
M,1339839,RING,52,END
OK end
M,1344988,RING,53,START
OK start
S,1344989,-66,2,278
S,1344999,-64,2,272
S,1345009,-63,3,276
S,1345019,-59,0,273
S,1345029,-53,-2,267
S,1345039,-54,-8,284
S,1345049,-48,1,282
S,1345059,-45,2,273
S,1345069,-43,7,267
S,1345079,-46,14,259
S,1345089,-48,14,251
S,1345099,-49,15,246
S,1345109,-50,12,239
S,1345119,-52,21,217
S,1345129,-57,17,219
S,1345139,-50,2,220
S,1345149,-42,7,227
S,1345159,-32,13,210
S,1345169,-29,17,207
S,1345179,-28,11,200
S,1345189,-22,24,194
S,1345199,-8,27,200
S,1345209,-10,22,196
S,1345219,-13,6,192
S,1345229,-21,-10,195
S,1345239,-24,-9,194
S,1345249,-21,-22,198
S,1345259,-6,-19,209
S,1345269,10,-13,209
S,1345279,15,-16,202
S,1345289,6,-10,213
S,1345299,2,-22,208
S,1345309,2,-23,204
S,1345319,3,-45,214
S,1345329,-2,-45,207
S,1345339,-1,-63,212
S,1345349,-3,-62,262
S,1345359,-3,-50,267
S,1345369,-7,-63,275
S,1345379,-12,-61,272
S,1345389,-10,-67,271
S,1345399,-17,-64,267
S,1345409,-22,-67,262
S,1345419,-28,-57,253
S,1345429,-40,-48,244
S,1345439,-53,-51,249
S,1345449,-61,-63,264
S,1345459,-66,-77,282
S,1345469,-60,-84,304
S,1345479,-44,-76,321
S,1345489,-37,-70,330
S,1345499,-49,-73,330
S,1345509,-64,-71,317
S,1345519,-78,-71,302
S,1345529,-71,-71,313
S,1345539,-58,-67,341
S,1345549,-58,-64,359
S,1345559,-71,-54,359
S,1345569,-81,-39,356
S,1345579,-87,-29,348
S,1345589,-82,-16,340
S,1345599,-81,-5,328
S,1345609,-72,-2,326
S,1345619,-56,-13,342
S,1345629,-34,-23,358
S,1345639,-16,-12,367
S,1345649,-12,1,367
S,1345659,-13,20,360
S,1345669,-19,20,365
S,1345679,-27,29,341
S,1345689,-29,45,325
S,1345699,-24,107,337
S,1345709,-8,69,332
S,1345719,12,76,361
S,1345729,22,90,362
S,1345739,22,92,368
S,1345749,11,101,353
S,1345759,8,98,348
S,1345769,16,107,334
S,1345779,18,120,324
S,1345789,20,123,314
S,1345799,25,142,315
S,1345809,30,145,318
S,1345819,29,134,322
S,1345829,48,152,331
S,1345839,72,165,338
S,1345849,54,178,327
S,1345859,40,151,329
S,1345869,51,171,310
S,1345879,51,173,311
S,1345889,36,177,296
S,1345899,24,174,285
S,1345909,29,181,280
S,1345919,26,190,267
S,1345929,19,194,264
S,1345939,16,199,240
S,1345949,13,202,234
S,1345959,13,191,238
S,1345969,18,161,255
S,1345979,23,142,262
S,1345989,31,131,274
S,1345999,41,128,272
S,1346009,54,130,268
S,1346019,59,139,261
S,1346029,55,136,243
S,1346039,50,134,234
S,1346049,47,136,228
S,1346059,38,129,221
S,1346069,30,116,209
S,1346079,25,103,203
S,1346089,26,92,208
S,1346099,28,88,204
S,1346109,27,89,199
S,1346119,29,99,187
S,1346129,26,102,175
S,1346139,18,96,161
S,1346149,8,83,146
S,1346159,0,69,135
S,1346169,-3,62,128
S,1346179,-1,53,121
S,1346189,4,32,128
S,1346199,10,9,147
S,1346209,21,4,167
S,1346219,28,14,168
S,1346229,19,4,166
S,1346239,2,-3,159
S,1346249,-20,-21,157
S,1346259,-37,-36,150
S,1346269,-46,-46,149
S,1346279,-45,-67,162
S,1346289,-33,-76,179
S,1346299,-27,-73,189
S,1346309,-33,-66,185
S,1346319,-48,-63,179
S,1346329,-61,-63,174
S,1346339,-67,-62,174
S,1346349,-70,-61,180
S,1346359,-69,-63,191
S,1346369,-59,-66,205
S,1346379,-48,-73,219
S,1346389,-44,-76,231
S,1346399,-40,-71,239
S,1346409,-42,-61,245
S,1346419,-53,-52,250
S,1346429,-60,-56,256
S,1346439,-66,-57,262
S,1346449,-67,-56,261
S,1346459,-64,-57,258
S,1346469,-56,-63,259
S,1346479,-52,-71,267
S,1346489,-60,-86,287
S,1346499,-77,-97,304
S,1346509,-95,-103,312
S,1346519,-106,-88,306
S,1346529,-106,-71,297
S,1346539,-108,-54,285
S,1346549,-104,-45,283
S,1346559,-94,-37,273
S,1346569,-83,-32,265
S,1346579,-72,-35,268
S,1346589,-76,-48,280
S,1346599,-96,-54,322
S,1346609,-83,-48,326
S,1346619,-86,-31,335
S,1346629,-88,-25,326
S,1346639,-87,-7,323
S,1346649,-86,-4,307
S,1346659,-92,1,288
S,1346669,-90,1,276
S,1346679,-93,-7,276
S,1346689,-103,-28,278
S,1346703,-114,-30,291
S,1346709,-112,-40,318
S,1346719,-102,-50,338
S,1346729,-97,-49,338
S,1346739,-88,-46,342
S,1346749,-88,-30,333
S,1346759,-90,-27,323
S,1346769,-97,-22,310
S,1346779,-101,-26,295
S,1346789,-104,-35,284
M,1346789,RING,53,END
OK end
ERR start {W|RING|SLOPE|UNK}
M,1357448,RING,54,START
OK start
S,1357449,-48,37,243
S,1357459,-50,36,244
S,1357469,-48,38,247
S,1357479,-47,40,243
S,1357489,-45,46,242
S,1357499,-43,54,246
S,1357509,-37,55,245
S,1357519,-33,52,247
S,1357529,-34,53,241
S,1357539,-34,49,239
S,1357549,-33,49,236
S,1357559,-32,52,232
S,1357569,-31,59,228
S,1357579,-33,56,227
S,1357589,-35,55,223
S,1357599,-35,57,217
S,1357609,-32,57,221
S,1357619,-30,54,206
S,1357629,-31,36,215
S,1357639,-25,39,224
S,1357649,-7,40,214
S,1357659,2,28,220
S,1357669,12,7,239
S,1357679,14,6,238
S,1357689,12,1,235
S,1357699,6,-4,240
S,1357709,3,5,224
S,1357719,8,-10,217
S,1357729,17,-11,208
S,1357739,22,-30,220
S,1357749,19,-24,208
S,1357759,17,-37,211
S,1357769,13,-41,242
S,1357779,9,-40,262
S,1357789,-9,-38,242
S,1357799,-15,-27,239
S,1357809,-15,-30,233
S,1357819,-15,-31,228
S,1357829,-2,-40,233
S,1357839,9,-59,248
S,1357849,-4,-64,273
S,1357859,-27,-82,300
S,1357869,-44,-92,314
S,1357879,-53,-92,320
S,1357889,-62,-92,317
S,1357899,-65,-87,318
S,1357909,-62,-79,318
S,1357919,-65,-69,307
S,1357929,-76,-60,292
S,1357939,-79,-55,293
S,1357949,-85,-56,317
S,1357959,-88,-63,346
S,1357969,-81,-54,358
S,1357979,-73,-37,365
S,1357989,-79,-28,359
S,1357999,-96,-26,349
S,1358009,-113,-24,332
S,1358019,-115,-12,326
S,1358029,-110,-10,334
S,1358039,-101,-7,343
S,1358049,-82,-25,361
S,1358059,-58,-30,380
S,1358069,-26,-23,389
S,1358079,9,8,392
S,1358089,30,38,395
S,1358099,25,54,361
S,1358109,7,80,343
S,1358119,8,93,339
S,1358129,7,105,344
S,1358139,3,107,316
S,1358149,-2,128,307
S,1358159,7,117,312
S,1358169,38,122,317
S,1358179,87,144,351
S,1358189,113,166,339
S,1358199,109,178,346
S,1358209,101,181,337
S,1358219,97,199,332
S,1358229,94,217,315
S,1358239,80,210,310
S,1358249,59,218,301
S,1358259,64,190,309
S,1358269,108,212,312
S,1358279,110,224,308
S,1358289,92,215,293
S,1358299,74,209,283
S,1358309,68,195,277
S,1358319,64,181,278
S,1358329,54,173,273
S,1358339,41,165,257
S,1358349,45,161,251
S,1358359,75,153,265
S,1358369,82,162,255
S,1358379,55,143,242
S,1358389,37,132,238
S,1358399,40,135,251
S,1358409,46,145,254
S,1358419,45,146,248
S,1358429,42,144,244
S,1358439,46,145,241
S,1358449,46,147,237
S,1358459,44,145,230
S,1358469,40,150,219
S,1358479,37,150,205
S,1358489,36,153,193
S,1358499,45,159,184
S,1358509,61,158,189
S,1358519,71,156,184
S,1358529,68,136,181
S,1358539,64,111,177
S,1358549,65,96,176
S,1358559,70,88,174
S,1358569,69,81,172
S,1358579,65,70,164
S,1358589,63,67,150
S,1358599,55,61,134
S,1358609,53,53,124
S,1358619,53,46,114
S,1358629,51,31,120
S,1358639,48,13,129
S,1358649,56,-18,151
S,1358659,59,-49,170
S,1358669,49,-57,166
S,1358679,38,-44,151
S,1358689,32,-41,150
S,1358699,16,-46,151
S,1358709,1,-57,158
S,1358719,0,-59,158
S,1358729,-6,-60,168
S,1358739,-12,-62,167
S,1358749,-22,-57,174
S,1358763,-33,-52,175
S,1358769,-48,-57,177
S,1358779,-53,-68,186
S,1358789,-53,-68,187
S,1358799,-50,-71,189
S,1358809,-43,-71,194
S,1358819,-34,-71,198
S,1358829,-38,-70,216
S,1358839,-44,-75,217
S,1358849,-48,-81,215
S,1358859,-45,-99,221
S,1358869,-39,-106,228
S,1358879,-43,-108,239
S,1358889,-50,-106,254
S,1358899,-53,-101,264
S,1358909,-52,-101,266
S,1358919,-44,-105,270
S,1358929,-31,-106,276
S,1358939,-25,-108,265
S,1358949,-16,-100,261
S,1358959,-37,-97,279
S,1358969,-67,-110,295
S,1358979,-87,-114,309
S,1358989,-92,-106,311
S,1358999,-81,-97,315
S,1359009,-59,-91,316
S,1359019,-42,-92,314
S,1359029,-24,-96,314
S,1359039,-24,-85,302
S,1359049,-44,-80,304
S,1359059,-72,-77,316
S,1359069,-69,-67,336
S,1359079,-56,-44,338
S,1359089,-46,-13,328
S,1359099,-48,-4,314
S,1359109,-51,5,305
S,1359119,-49,12,277
S,1359129,-55,-1,293
S,1359139,-85,-9,333
S,1359149,-90,-28,362
S,1359159,-84,-26,384
S,1359169,-79,-20,383
S,1359179,-82,-15,381
S,1359189,-84,-4,359
S,1359199,-75,20,350
S,1359209,-78,39,322
S,1359219,-83,49,294
S,1359229,-83,39,280
S,1359239,-82,19,287
S,1359249,-78,4,306
M,1359249,RING,54,END
OK end
ERR start {W|RING|SLOPE|UNK}
M,1378508,RING,55,START
OK start
S,1378509,-42,-6,233
S,1378519,-44,-3,232
S,1378529,-42,-4,236
S,1378539,-38,-1,235
S,1378549,-36,-2,237
S,1378559,-32,-6,242
S,1378569,-33,-14,243
S,1378579,-35,-17,242
S,1378589,-30,-18,232
S,1378599,-23,-41,246
S,1378609,-22,-27,250
S,1378619,-24,-45,241
S,1378629,-25,-49,242
S,1378639,-24,-60,242
S,1378649,-20,-52,245
S,1378659,-23,-58,238
S,1378669,-36,-64,252
S,1378679,-43,-59,240
S,1378689,-45,-56,234
S,1378699,-42,-53,224
S,1378709,-41,-51,217
S,1378719,-41,-51,215
S,1378729,-40,-53,236
S,1378739,-40,-51,248
S,1378749,-53,-55,256
S,1378759,-63,-47,256
S,1378769,-68,-46,253
S,1378779,-67,-42,248
S,1378789,-67,-41,243
S,1378799,-71,-43,254
S,1378809,-71,-51,274
S,1378819,-69,-58,289
S,1378829,-71,-60,308
S,1378839,-67,-59,321
S,1378849,-66,-61,339
S,1378863,-67,-43,338
S,1378869,-69,-22,326
S,1378879,-75,-5,322
S,1378889,-79,-12,323
S,1378899,-78,-23,331
S,1378909,-69,-34,344
S,1378919,-46,-53,372
S,1378929,-19,-52,398
S,1378939,7,-39,403
S,1378949,18,4,398
S,1378959,-3,22,370
S,1378969,3,48,340
S,1378979,16,63,332
S,1378989,26,107,322
S,1378999,18,104,313
S,1379009,19,115,305
S,1379019,33,116,313
S,1379029,50,125,324
S,1379039,64,140,330
S,1379049,73,146,334
S,1379059,76,146,334
S,1379069,86,144,333
S,1379079,94,141,335
S,1379089,95,151,329
S,1379099,88,153,307
S,1379109,81,163,307
S,1379119,70,172,303
S,1379129,58,171,310
S,1379139,51,175,308
S,1379149,51,190,292
S,1379159,59,192,299
S,1379169,73,194,293
S,1379179,81,182,300
S,1379189,89,171,296
S,1379199,97,169,296
S,1379209,94,154,291
S,1379219,91,152,282
S,1379229,89,144,276
S,1379239,82,138,282
S,1379249,70,129,284
S,1379259,70,130,274
S,1379269,84,127,268
S,1379279,97,122,278
S,1379289,103,116,279
S,1379299,98,112,268
S,1379309,84,112,255
S,1379319,71,116,235
S,1379329,69,122,222
S,1379339,68,129,219
S,1379349,71,137,211
S,1379359,76,142,207
S,1379369,84,146,201
S,1379379,89,143,194
S,1379389,88,142,189
S,1379399,85,134,184
S,1379409,80,129,180
S,1379419,79,129,171
S,1379429,76,127,162
S,1379439,70,118,151
S,1379449,63,108,145
S,1379459,64,90,149
S,1379469,66,75,154
S,1379479,76,65,164
S,1379489,86,55,173
S,1379499,87,48,171
S,1379509,75,39,156
S,1379519,65,27,145
S,1379529,53,13,136
S,1379539,44,-12,140
S,1379549,27,-25,135
S,1379559,8,-40,139
S,1379569,-3,-45,147
S,1379579,-5,-56,162
S,1379589,-6,-68,182
S,1379599,-9,-71,187
S,1379609,-20,-61,175
S,1379619,-28,-56,164
S,1379629,-33,-63,160
S,1379639,-37,-68,157
S,1379649,-38,-72,164
S,1379659,-42,-80,173
S,1379669,-43,-83,187
S,1379679,-40,-81,205
S,1379689,-34,-81,210
S,1379699,-31,-84,215
S,1379709,-26,-97,214
S,1379719,-24,-100,210
S,1379729,-22,-95,205
S,1379739,-38,-84,221
S,1379749,-70,-82,241
S,1379759,-100,-94,251
S,1379769,-105,-101,253
S,1379779,-93,-106,260
S,1379789,-72,-105,264
S,1379799,-58,-107,261
S,1379809,-43,-114,259
S,1379819,-41,-117,276
S,1379829,-68,-122,312
S,1379839,-84,-121,311
S,1379849,-86,-106,305
S,1379859,-75,-81,300
S,1379869,-67,-64,287
S,1379879,-54,-56,284
S,1379889,-38,-50,273
S,1379899,-45,-49,297
S,1379909,-74,-58,323
S,1379919,-84,-62,336
S,1379929,-75,-39,348
S,1379939,-67,-27,351
S,1379949,-57,-4,346
S,1379959,-47,7,328
S,1379969,-48,6,342
S,1379979,-61,8,345
S,1379989,-84,1,367
S,1379999,-99,-11,379
S,1380009,-95,-14,388
S,1380019,-83,-9,388
S,1380029,-66,-2,388
S,1380039,-51,-2,386
S,1380049,-44,-2,374
S,1380059,-40,-6,361
S,1380069,-45,-7,343
S,1380079,-55,-13,339
S,1380089,-59,-32,337
S,1380099,-62,-35,336
S,1380109,-60,-33,326
S,1380119,-59,-30,312
S,1380129,-61,-22,301
S,1380139,-58,-24,283
S,1380149,-57,-23,273
S,1380159,-52,-23,268
S,1380169,-45,-21,265
S,1380179,-36,-25,254
S,1380189,-33,-36,268
S,1380199,-38,-33,272
S,1380209,-38,-35,265
S,1380219,-38,-24,270
S,1380229,-36,-17,262
S,1380239,-31,-4,256
S,1380249,-28,-7,260
S,1380259,-26,-8,258
S,1380269,-21,-10,256
S,1380279,-21,-7,261
S,1380289,-21,-7,257
S,1380299,-25,-9,257
S,1380309,-25,-6,259
M,1380309,RING,55,END
OK end
M,1387058,RING,56,START
OK start
S,1387059,-39,18,231
S,1387069,-41,22,232
S,1387079,-43,21,231
S,1387089,-45,19,238
S,1387099,-44,17,243
S,1387109,-40,17,243
S,1387119,-39,18,247
S,1387129,-36,14,254
S,1387139,-27,22,250
S,1387149,-26,18,255
S,1387159,-27,15,243
S,1387169,-29,12,243
S,1387179,-26,5,243
S,1387189,-26,-1,242
S,1387199,-30,3,225
S,1387209,-32,-14,255
S,1387219,-26,6,238
S,1387229,-25,-3,239
S,1387239,-19,3,229
S,1387249,-18,-6,224
S,1387259,-23,-9,208
S,1387269,-30,-29,222
S,1387279,-33,-23,213
S,1387289,-35,-33,211
S,1387299,-43,-33,228
S,1387309,-44,-36,234
S,1387319,-43,-37,237
S,1387329,-34,-37,229
S,1387339,-28,-25,233
S,1387349,-30,-31,232
S,1387359,-47,-28,219
S,1387369,-64,-43,230
S,1387379,-74,-53,255
S,1387389,-69,-68,289
S,1387399,-58,-41,308
S,1387409,-43,-34,313
S,1387419,-43,-9,312
S,1387429,-41,2,307
S,1387439,-50,29,288
S,1387449,-59,21,277
S,1387459,-72,14,277
S,1387469,-79,-5,287
S,1387479,-76,-38,318
S,1387489,-63,-66,344
S,1387499,-56,-60,351
S,1387509,-58,-62,349
S,1387519,-67,-58,336
S,1387529,-71,-52,321
S,1387539,-74,-48,313
S,1387549,-78,-46,311
S,1387559,-76,-48,312
S,1387569,-69,-50,318
S,1387579,-49,-46,341
S,1387589,-32,-38,357
S,1387599,-23,-27,358
S,1387609,-20,-13,351
S,1387619,-7,2,339
S,1387629,8,20,341
S,1387639,15,25,350
S,1387649,13,20,345
S,1387659,11,36,336
S,1387669,16,58,333
S,1387679,23,88,328
S,1387689,25,104,334
S,1387699,26,106,330
S,1387709,20,94,327
S,1387719,28,111,321
S,1387729,26,112,317
S,1387739,43,108,319
S,1387749,66,122,337
S,1387759,85,133,347
S,1387769,77,135,349
S,1387779,72,138,351
S,1387789,66,143,347
S,1387799,58,147,336
S,1387809,50,157,326
S,1387819,42,151,315
S,1387829,39,172,318
S,1387839,37,164,312
S,1387849,41,174,314
S,1387859,44,165,319
S,1387869,50,160,320
S,1387879,58,160,323
S,1387889,78,176,304
S,1387899,86,186,306
S,1387909,87,184,292
S,1387919,79,166,284
S,1387929,70,169,281
S,1387939,66,163,269
S,1387949,65,155,267
S,1387959,65,143,272
S,1387969,82,142,276
S,1387979,96,153,269
S,1387989,99,155,261
S,1387999,90,148,248
S,1388009,85,152,233
S,1388019,75,157,218
S,1388029,63,158,198
S,1388039,50,150,195
S,1388049,49,151,198
S,1388059,62,157,200
S,1388069,72,159,197
S,1388079,81,153,204
S,1388089,87,148,202
S,1388099,80,146,194
S,1388109,82,150,182
S,1388119,76,148,168
S,1388129,72,151,154
S,1388139,66,139,141
S,1388149,63,123,132
S,1388159,61,112,136
S,1388169,63,95,140
S,1388179,70,82,151
S,1388189,71,69,162
S,1388199,65,53,163
S,1388209,54,54,156
S,1388219,38,58,140
S,1388229,29,55,131
S,1388239,21,47,130
S,1388249,14,37,129
S,1388259,6,30,132
S,1388269,-2,23,137
S,1388279,-18,7,151
S,1388289,-34,-7,157
S,1388299,-42,-6,161
S,1388309,-41,-2,163
S,1388319,-36,-2,173
S,1388329,-28,0,183
S,1388339,-24,-5,192
S,1388349,-29,-17,197
S,1388359,-41,-25,198
S,1388369,-51,-42,194
S,1388379,-57,-58,194
S,1388389,-62,-73,197
S,1388399,-63,-76,210
S,1388409,-63,-82,214
S,1388419,-64,-79,215
S,1388429,-66,-72,211
S,1388439,-68,-70,202
S,1388449,-65,-73,194
S,1388459,-61,-74,193
S,1388469,-62,-69,200
S,1388479,-80,-69,216
S,1388489,-94,-78,219
S,1388499,-95,-79,221
S,1388509,-86,-75,222
S,1388519,-77,-64,216
S,1388529,-63,-54,206
S,1388539,-52,-58,209
S,1388549,-56,-52,215
S,1388559,-72,-47,230
S,1388569,-88,-58,246
S,1388579,-98,-57,255
S,1388589,-93,-51,257
S,1388599,-82,-42,253
S,1388609,-60,-25,259
S,1388619,-34,-29,264
S,1388629,-22,-17,249
S,1388639,-3,-17,245
S,1388649,-52,-46,260
S,1388659,-64,-71,271
S,1388669,-69,-64,290
S,1388679,-66,-56,305
S,1388689,-52,-57,294
S,1388699,-45,-28,266
S,1388709,-20,-13,256
S,1388719,-26,-24,280
S,1388729,-63,-34,293
S,1388739,-71,-47,352
S,1388749,-77,-17,383
S,1388759,-77,0,384
S,1388769,-74,36,386
S,1388779,-58,37,386
S,1388789,-29,20,397
S,1388799,-7,20,399
S,1388809,-5,9,391
S,1388819,-27,3,389
S,1388829,-51,-15,399
S,1388839,-63,-25,418
S,1388849,-58,-24,423
S,1388859,-58,-14,414
M,1388859,RING,56,END
OK end
ERR unknown command (type 'help')
M,1399428,RING,57,START
OK start
S,1399429,-31,-19,218
S,1399439,-41,-23,211
S,1399449,-39,-27,210
S,1399459,-32,-3,207
S,1399469,-25,-5,215
S,1399479,-24,2,213
S,1399489,-18,3,210
S,1399499,-18,5,215
S,1399509,-21,-22,243
S,1399519,-17,-13,229
S,1399529,-20,-22,228
S,1399539,-24,-9,206
S,1399549,-27,-20,214
S,1399559,-28,-2,218
S,1399569,-25,-31,257
S,1399579,-17,-27,256
S,1399589,-14,-41,264
S,1399599,-9,-45,262
S,1399609,-9,-40,253
S,1399619,-10,-41,255
S,1399629,-12,-57,249
S,1399639,-22,-52,240
S,1399649,-30,-47,231
S,1399659,-43,-42,244
S,1399669,-34,-27,248
S,1399679,-44,-33,260
S,1399689,-51,-30,254
S,1399699,-55,-37,251
S,1399709,-56,-54,252
S,1399719,-53,-59,253
S,1399729,-58,-59,258
S,1399739,-70,-55,274
S,1399749,-82,-49,285
S,1399759,-90,-37,296
S,1399769,-93,-31,296
S,1399779,-96,-29,308
S,1399789,-89,-29,306
S,1399799,-81,-35,310
S,1399809,-68,-40,309
S,1399819,-65,-43,318
S,1399829,-66,-55,339
S,1399839,-65,-56,351
S,1399849,-61,-35,349
S,1399859,-54,-17,343
S,1399869,-48,-13,348
S,1399879,-36,-21,356
S,1399889,-24,-33,366
S,1399899,-15,-40,368
S,1399909,-3,-31,366
S,1399919,12,-2,350
S,1399929,37,43,335
S,1399939,51,90,344
S,1399949,57,88,322
S,1399959,41,108,327
S,1399969,34,116,334
S,1399979,36,120,334
S,1399989,45,112,348
S,1399999,71,119,346
S,1400009,90,110,376
S,1400019,113,130,355
S,1400029,103,121,342
S,1400039,87,148,300
S,1400049,83,151,282
S,1400059,74,152,289
S,1400069,69,170,271
S,1400079,71,190,277
S,1400089,77,220,272
S,1400099,81,215,267
S,1400109,88,199,280
S,1400119,86,164,307
S,1400129,78,149,302
S,1400139,95,165,297
S,1400149,111,188,299
S,1400159,117,208,290
S,1400169,109,203,291
S,1400179,104,233,282
S,1400189,106,233,272
S,1400199,103,238,262
S,1400209,120,213,272
S,1400219,138,210,274
S,1400229,137,185,283
S,1400239,112,167,281
S,1400249,99,146,279
S,1400259,99,149,275
S,1400269,101,148,263
S,1400279,99,147,251
S,1400289,93,147,243
S,1400299,96,144,246
S,1400309,101,134,249
S,1400319,113,130,252
S,1400329,112,128,232
S,1400339,105,128,231
S,1400349,90,119,221
S,1400359,76,120,208
S,1400369,74,121,200
S,1400379,75,128,210
S,1400389,75,130,206
S,1400399,68,130,203
S,1400409,61,126,193
S,1400419,60,120,185
S,1400429,61,115,175
S,1400439,56,110,157
S,1400449,58,100,156
S,1400459,52,92,160
S,1400469,45,83,160
S,1400479,33,85,155
S,1400489,13,89,129
S,1400499,9,80,122
S,1400509,3,67,118
S,1400519,0,50,121
S,1400529,-4,34,128
S,1400539,-8,5,139
S,1400549,-17,-17,154
S,1400559,-25,-23,161
S,1400569,-26,-14,161
S,1400579,-29,3,156
S,1400589,-28,6,150
S,1400599,-32,-5,156
S,1400609,-38,-8,162
S,1400619,-49,-21,175
S,1400629,-59,-24,191
S,1400639,-70,-34,207
S,1400649,-79,-37,210
S,1400659,-83,-43,210
S,1400669,-83,-47,201
S,1400679,-75,-44,193
S,1400689,-67,-49,188
S,1400699,-63,-54,191
S,1400709,-70,-57,195
S,1400719,-85,-58,204
S,1400729,-92,-59,210
S,1400739,-94,-66,222
S,1400749,-92,-76,229
S,1400759,-78,-79,234
S,1400769,-64,-77,229
S,1400779,-53,-70,224
S,1400789,-49,-65,213
S,1400799,-61,-62,218
S,1400809,-85,-66,223
S,1400819,-101,-68,230
S,1400829,-90,-54,216
S,1400839,-87,-31,228
S,1400849,-71,-43,234
S,1400859,-62,-28,237
S,1400869,-52,-12,241
S,1400879,-55,-20,239
S,1400889,-70,-32,247
S,1400899,-85,-42,252
S,1400909,-86,-46,270
S,1400919,-86,-44,302
S,1400929,-89,-31,319
S,1400939,-93,-17,319
S,1400949,-102,-12,330
S,1400959,-109,-22,329
S,1400973,-118,-18,318
S,1400979,-117,-19,324
S,1400989,-112,-25,326
S,1400999,-124,-30,349
S,1401009,-116,-45,333
S,1401019,-122,-94,366
S,1401029,-118,-50,365
S,1401039,-93,-56,380
S,1401049,-76,-49,392
S,1401059,-81,-47,384
S,1401069,-98,-44,383
S,1401079,-97,-37,381
S,1401089,-98,-23,369
S,1401099,-89,-18,363
S,1401109,-79,-19,349
S,1401119,-67,-18,343
S,1401129,-58,-24,333
S,1401139,-55,-36,326
S,1401149,-58,-47,320
S,1401159,-57,-51,312
S,1401169,-56,-61,306
S,1401179,-57,-38,285
S,1401189,-51,-42,285
S,1401199,-46,-29,274
S,1401209,-52,-24,266
S,1401219,-55,-14,258
S,1401229,-56,-8,253
M,1401229,RING,57,END
OK end
M,1405838,RING,58,START
OK start
S,1405839,-43,-2,214
S,1405849,-49,0,216
S,1405859,-45,16,207
S,1405869,-44,13,214
S,1405879,-39,17,211
S,1405889,-36,15,211
S,1405899,-35,25,213
S,1405909,-30,14,218
S,1405919,-35,13,220
S,1405929,-35,20,207
S,1405939,-37,13,211
S,1405949,-33,25,191
S,1405959,-31,20,185
S,1405969,-30,31,176
