ERR unknown command (type 'help')
OK mode=LOG
ERR unknown command (type 'help')
M,1273618,W,41,START
OK start
S,1302339,-177,-24,452
S,1302349,-146,-19,502
S,1302359,-116,34,510
S,1302369,-103,43,527
S,1302379,-115,18,553
S,1302389,-133,11,564
S,1302399,-150,16,563
S,1302409,-166,37,542
S,1302419,-178,48,517
S,1302429,-167,46,502
S,1302439,-138,36,493
S,1302449,-120,22,475
S,1302459,-118,6,460
S,1302469,-116,-20,443
S,1302483,-113,-53,433
S,1302489,-113,-53,433
S,1302499,-117,-59,425
S,1302509,-117,-28,403
S,1302519,-106,-12,385
S,1302529,-90,-6,379
S,1302539,-85,-8,352
S,1302549,-101,-2,323
S,1302559,-119,-11,296
S,1302569,-120,-20,293
S,1302579,-117,-15,284
S,1302589,-127,-59,318
S,1302599,-166,-23,235
S,1302609,-208,-62,175
S,1302619,-192,-42,133
S,1302629,-96,-64,150
S,1302639,-46,-11,156
S,1302649,-43,-19,163
S,1302659,-19,-75,207
S,1302669,9,-111,249
S,1302679,-8,-120,230
S,1302689,-61,-115,176
S,1302699,-102,-127,130
S,1302709,-109,-114,132
S,1302719,-66,-102,170
S,1302729,37,-37,236
S,1302739,67,-4,226
S,1302749,31,-3,199
S,1302759,3,-51,191
S,1302769,-1,-82,194
S,1302779,-14,-122,199
S,1302789,-30,-135,183
S,1302799,-31,-136,188
S,1302809,-10,-104,186
S,1302819,7,-101,201
S,1302829,18,-89,223
S,1302839,25,-68,222
S,1302849,28,-62,225
S,1302859,34,-73,233
S,1302869,29,-90,245
S,1302879,26,-90,237
S,1302889,19,-83,234
S,1302899,15,-87,236
S,1302909,-3,-90,242
S,1302919,-25,-87,240
S,1302929,-39,-84,232
S,1302939,-50,-85,228
S,1302949,-53,-83,220
S,1302959,-48,-80,221
S,1302969,-43,-68,232
M,1302969,W,46,END
OK end
M,1305528,W,47,START
OK start
S,1305529,-78,50,253
S,1305539,-75,50,258
S,1305549,-75,45,259
S,1305559,-76,42,260
S,1305569,-77,39,256
S,1305579,-75,41,253
S,1305589,-73,38,250
S,1305599,-73,34,252
S,1305609,-68,41,241
S,1305619,-68,40,238
S,1305629,-67,52,223
S,1305639,-65,47,219
S,1305649,-64,52,211
S,1305659,-56,50,201
S,1305669,-56,52,202
S,1305679,-44,57,190
S,1305689,-39,61,188
S,1305699,-35,63,168
S,1305709,-29,51,163
S,1305719,-27,41,146
S,1305729,-21,37,144
S,1305739,0,37,141
S,1305749,22,30,146
S,1305759,26,35,153
S,1305769,20,23,149
S,1305779,1,11,162
S,1305789,-15,8,160
S,1305799,-13,20,169
S,1305809,-4,42,153
S,1305819,-7,23,162
S,1305829,-7,35,149
S,1305839,3,23,160
S,1305849,8,25,167
S,1305859,-1,16,176
S,1305869,-55,-26,209
S,1305879,-99,-88,244
S,1305889,-80,-112,270
S,1305899,-46,-120,305
S,1305909,-17,-101,305
S,1305919,10,-68,304
S,1305929,10,-31,301
S,1305939,-6,19,278
S,1305949,-22,84,254
S,1305959,-85,80,270
S,1305969,-133,67,297
S,1305979,-128,64,324
S,1305989,-96,77,358
S,1305999,-34,78,430
S,1306009,-24,80,440
S,1306019,-36,81,441
S,1306029,-69,86,437
S,1306039,-122,60,434
S,1306049,-159,30,452
S,1306059,-160,27,483
S,1306069,-156,30,497
S,1306079,-145,33,511
S,1306089,-112,40,528
S,1306099,-93,63,513
S,1306109,-91,68,488
S,1306119,-93,78,467
S,1306129,-95,79,454
S,1306139,-90,81,440
S,1306149,-82,68,439
S,1306159,-90,62,438
S,1306169,-93,52,413
S,1306179,-90,58,383
S,1306189,-71,75,380
S,1306199,-62,92,371
S,1306209,-63,88,349
S,1306219,-62,84,326
S,1306229,-62,68,304
S,1306239,-69,48,283
S,1306249,-83,20,269
S,1306259,-77,0,266
S,1306269,-57,1,267
S,1306279,-27,20,259
S,1306289,-22,26,236
S,1306299,-30,21,210
S,1306309,-45,6,188
S,1306319,-54,-5,165
S,1306329,-55,-27,170
S,1306339,-42,-46,180
S,1306349,-16,-42,187
S,1306359,14,-14,191
S,1306369,9,4,169
S,1306379,-9,1,144
S,1306389,-21,-10,129
S,1306399,-27,-17,118
S,1306409,-31,-27,112
S,1306419,-36,-39,110
S,1306429,-22,-41,120
S,1306439,-16,-46,125
S,1306449,-14,-38,122
S,1306459,-10,-24,115
S,1306469,-11,-15,109
S,1306479,-9,-15,108
S,1306489,-4,-16,111
S,1306503,-2,-24,121
S,1306509,-2,-25,135
S,1306519,-4,-26,148
S,1306529,-12,-23,155
S,1306539,-14,-8,154
S,1306549,-13,5,154
S,1306559,-14,21,147
S,1306569,-12,38,141
S,1306579,-11,56,140
S,1306589,-13,48,161
S,1306599,-26,18,188
S,1306609,-42,2,201
S,1306619,-39,-4,219
S,1306629,-36,5,224
S,1306639,-23,22,209
S,1306649,-25,52,199
S,1306659,-32,24,212
S,1306669,-44,63,200
S,1306679,-53,47,204
S,1306689,-82,13,222
S,1306699,-109,-23,252
S,1306709,-105,-37,284
S,1306719,-84,-53,314
S,1306729,-63,-58,324
S,1306739,-40,-48,342
S,1306749,-33,-27,359
S,1306759,-50,-3,340
S,1306769,-77,18,334
S,1306779,-94,47,315
S,1306789,-111,61,334
S,1306799,-136,48,359
S,1306809,-160,8,385
S,1306819,-144,-10,423
S,1306829,-117,-1,455
S,1306839,-106,-1,468
S,1306849,-111,1,470
S,1306859,-106,8,466
S,1306869,-109,15,458
S,1306879,-122,25,451
S,1306889,-135,27,439
S,1306899,-146,23,433
S,1306909,-136,27,435
S,1306919,-121,29,436
S,1306929,-89,31,448
S,1306939,-67,22,452
S,1306949,-71,4,446
S,1306959,-76,-4,422
S,1306969,-82,-6,399
S,1306979,-88,-1,385
S,1306989,-101,16,373
S,1306999,-114,39,357
S,1307009,-124,57,333
S,1307019,-103,68,325
S,1307029,-82,50,324
S,1307039,-71,13,332
S,1307049,-67,-9,325
S,1307059,-61,-21,324
S,1307069,-63,-7,312
S,1307079,-67,-5,296
S,1307089,-90,-4,280
S,1307099,-113,0,260
S,1307109,-98,2,242
S,1307119,-49,-5,265
S,1307129,-7,-17,280
S,1307139,-1,-30,271
S,1307149,-25,-59,243
S,1307159,-52,-66,203
S,1307169,-64,-74,191
S,1307179,-72,-67,180
S,1307189,-70,-67,172
S,1307199,-80,-53,161
S,1307209,-34,-34,182
S,1307219,-8,-32,216
S,1307229,1,-55,226
S,1307239,5,-59,223
S,1307249,-10,-42,186
S,1307259,-23,-49,185
S,1307269,-17,-34,186
S,1307279,-20,-43,196
S,1307289,-34,-41,191
S,1307299,-56,-42,194
S,1307309,-65,-57,193
S,1307319,-69,-56,187
S,1307329,-62,-51,189
M,1307329,W,47,END
OK end
M,1310238,W,48,START
OK start
S,1310239,-55,24,247
S,1310249,-61,30,256
S,1310259,-69,22,253
S,1310269,-73,29,257
S,1310279,-67,27,248
S,1310289,-64,31,248
S,1310299,-58,25,247
S,1310309,-54,27,237
S,1310319,-60,38,227
S,1310329,-60,42,229
S,1310339,-58,48,221
S,1310349,-62,55,210
S,1310359,-62,53,206
S,1310369,-52,57,205
S,1310379,-41,43,205
S,1310389,-27,52,193
S,1310399,-25,43,201
S,1310409,-23,60,196
S,1310419,-15,57,202
S,1310429,-5,60,199
S,1310439,-1,54,196
S,1310449,-2,43,202
S,1310459,1,50,181
S,1310469,1,29,197
S,1310479,7,30,197
S,1310489,13,11,209
S,1310499,23,1,202
S,1310509,28,0,197
S,1310523,17,15,184
S,1310529,17,15,184
S,1310539,0,18,172
S,1310549,-29,19,160
S,1310559,-48,23,161
S,1310569,-43,-26,132
S,1310579,-56,6,177
S,1310589,-29,2,197
S,1310599,1,-1,223
S,1310609,14,-8,246
S,1310619,18,-9,239
S,1310629,11,0,251
S,1310639,-27,2,250
S,1310649,-82,-24,239
S,1310659,-118,-40,258
S,1310669,-108,-54,297
S,1310679,-95,-40,332
S,1310689,-71,-11,356
S,1310699,-54,17,358
S,1310709,-34,61,383
S,1310719,-48,74,404
S,1310729,-91,65,417
S,1310739,-111,67,436
S,1310749,-110,61,463
S,1310759,-117,37,481
S,1310769,-91,29,522
S,1310779,-58,4,585
S,1310789,-63,2,588
S,1310799,-78,20,561
S,1310809,-96,17,534
S,1310819,-108,1,515
S,1310829,-95,5,502
S,1310839,-81,16,483
S,1310849,-67,28,459
S,1310859,-42,44,448
S,1310869,-40,53,429
S,1310879,-59,48,398
S,1310889,-66,52,364
S,1310899,-66,33,348
S,1310909,-70,12,328
S,1310919,-78,-5,315
S,1310929,-78,0,293
S,1310939,-63,15,269
S,1310949,-37,13,264
S,1310959,-29,11,242
S,1310969,-27,-3,224
S,1310979,-21,-17,212
S,1310989,-28,-23,192
S,1310999,-32,-35,176
S,1311009,-24,-55,173
S,1311019,-17,-54,166
S,1311029,3,-50,160
S,1311039,9,-40,150
S,1311049,6,-30,133
S,1311059,7,-13,130
S,1311069,3,-8,129
S,1311079,-3,-17,126
S,1311089,-14,-21,123
S,1311099,-19,-24,116
S,1311109,-13,-38,120
S,1311119,-2,-44,128
S,1311129,3,-36,131
S,1311139,3,-16,126
S,1311149,1,6,127
S,1311159,-6,6,134
S,1311169,-23,2,137
S,1311179,-33,2,142
S,1311189,-33,-1,148
S,1311199,-28,-4,161
S,1311209,-15,-3,170
S,1311219,1,0,172
S,1311229,21,7,183
S,1311239,25,7,191
S,1311249,19,-4,196
S,1311259,-4,-26,203
S,1311269,-45,-72,217
S,1311279,-74,-108,235
S,1311289,-78,-119,251
S,1311299,-58,-89,257
S,1311309,-42,-55,266
S,1311319,-28,-22,273
S,1311329,-14,10,276
S,1311339,-8,30,278
S,1311349,-6,37,271
S,1311359,-10,48,264
S,1311369,-14,65,250
S,1311379,-26,52,258
S,1311389,-33,25,273
S,1311399,-43,15,300
S,1311409,-46,-1,320
S,1311419,-60,-12,328
S,1311429,-65,-9,323
S,1311439,-55,2,340
S,1311449,-49,17,344
S,1311459,-67,11,360
S,1311469,-95,-7,383
S,1311479,-117,-13,402
S,1311489,-126,-7,413
S,1311499,-119,-2,427
S,1311509,-108,-10,447
S,1311519,-95,-22,464
S,1311529,-95,-28,478
S,1311539,-111,-29,474
S,1311549,-126,-21,469
S,1311559,-134,-7,447
S,1311569,-135,-3,435
S,1311579,-116,5,430
S,1311589,-109,10,420
S,1311599,-110,8,399
S,1311609,-100,15,383
S,1311619,-86,7,376
S,1311629,-86,-5,371
S,1311639,-86,-25,371
S,1311649,-79,-12,370
S,1311659,-67,5,361
S,1311669,-67,25,345
S,1311679,-58,43,309
S,1311689,-75,8,288
S,1311699,-106,8,266
S,1311709,-112,-7,246
S,1311719,-94,-15,235
S,1311729,-71,-44,275
S,1311739,-46,-44,292
S,1311749,-14,-35,257
S,1311759,-33,-34,232
S,1311769,-73,-61,217
S,1311779,-98,-75,165
S,1311789,-82,-85,153
S,1311799,-86,-92,158
S,1311809,-96,-82,143
S,1311819,-77,-102,166
S,1311829,-25,-100,187
S,1311839,38,-71,191
S,1311849,33,-109,183
S,1311859,12,-86,141
S,1311869,19,-87,143
S,1311879,23,-78,175
S,1311889,5,-94,214
S,1311899,-26,-96,212
S,1311909,-46,-90,195
S,1311919,-38,-67,192
S,1311929,4,-54,210
S,1311939,9,-58,213
S,1311949,-12,-60,205
S,1311959,-24,-64,198
S,1311969,-23,-43,201
S,1311979,-19,-46,224
S,1311989,-22,-62,244
S,1311999,-31,-64,257
S,1312009,-32,-50,244
S,1312019,-26,-27,235
S,1312029,-31,-37,245
S,1312039,-50,-55,244
M,1312039,W,48,END
OK end
M,1314418,W,49,START
OK start
S,1314419,-90,51,221
S,1314429,-93,40,220
S,1314439,-90,21,223
S,1314449,-85,28,218
S,1314459,-74,40,213
S,1314469,-72,49,212
S,1314479,-68,53,206
S,1314489,-69,55,200
S,1314499,-72,59,187
S,1314509,-72,52,181
S,1314519,-63,50,187
S,1314529,-55,59,188
S,1314543,-49,56,184
S,1314549,-53,49,181
S,1314559,-51,43,178
S,1314569,-41,45,179
S,1314579,-17,47,182
S,1314589,2,54,178
S,1314599,-10,48,184
S,1314609,-14,56,181
S,1314619,-11,57,176
S,1314629,-16,57,175
S,1314639,-9,70,160
S,1314649,-8,63,174
S,1314659,0,64,165
S,1314669,10,37,171
S,1314679,10,29,186
S,1314689,-6,15,202
S,1314699,-36,4,202
S,1314709,-64,-27,213
S,1314719,-69,-46,228
S,1314729,-51,-46,238
S,1314739,-31,-42,248
S,1314749,-8,-39,256
S,1314759,19,-19,255
S,1314769,37,2,260
S,1314779,32,2,260
S,1314789,6,5,250
S,1314799,-49,18,237
S,1314809,-101,-27,255
S,1314819,-144,-61,273
S,1314829,-115,-64,311
S,1314839,-68,-45,353
S,1314849,-35,-30,382
S,1314859,-26,-15,378
S,1314869,-3,16,376
S,1314879,-9,30,382
S,1314889,-34,40,376
S,1314899,-74,55,359
S,1314909,-117,51,367
S,1314919,-133,31,397
S,1314929,-125,21,437
S,1314939,-97,26,473
S,1314949,-74,26,502
S,1314959,-64,28,511
S,1314969,-67,30,505
S,1314979,-80,29,491
S,1314989,-103,20,471
S,1314999,-121,7,449
S,1315009,-125,3,432
S,1315019,-106,1,426
S,1315029,-101,-1,416
S,1315039,-81,9,403
S,1315049,-58,40,392
S,1315059,-50,53,382
S,1315069,-73,53,362
S,1315079,-85,56,342
S,1315089,-86,54,329
S,1315099,-88,38,316
S,1315109,-92,26,307
S,1315119,-100,10,294
S,1315129,-108,16,276
S,1315139,-91,3,272
S,1315149,-58,8,284
S,1315159,-52,8,282
S,1315169,-57,-16,272
S,1315179,-67,-32,259
S,1315189,-71,-25,244
S,1315199,-69,-15,237
S,1315209,-68,-11,238
S,1315219,-71,-10,234
S,1315229,-74,-10,214
S,1315239,-75,-17,204
S,1315249,-56,-11,210
S,1315259,-25,1,214
S,1315269,-23,4,205
S,1315279,-40,-6,185
S,1315289,-50,-15,184
S,1315299,-53,-19,176
S,1315309,-56,-33,172
S,1315319,-59,-34,165
S,1315329,-50,-33,163
S,1315339,-37,-24,161
S,1315349,-36,-23,163
S,1315359,-34,-19,162
S,1315369,-28,-7,166
S,1315379,-33,-10,170
S,1315389,-35,-11,162
S,1315399,-33,-7,166
S,1315409,-23,-1,163
S,1315419,-10,0,167
S,1315429,-3,-1,173
S,1315439,-4,-2,176
S,1315449,-7,-3,178
S,1315459,-14,-11,179
S,1315469,-27,-24,181
S,1315479,-41,-28,183
S,1315489,-47,-26,187
S,1315499,-44,-2,183
S,1315509,-41,28,177
S,1315519,-36,48,169
S,1315529,-24,58,169
S,1315539,-13,61,175
S,1315549,-5,61,176
S,1315559,-4,55,185
S,1315569,-11,47,189
S,1315579,-28,19,194
S,1315589,-28,-10,209
S,1315599,-25,-24,217
S,1315609,-27,-31,217
S,1315619,-27,-31,218
S,1315629,-21,-15,211
S,1315639,-17,-3,208
S,1315649,-11,1,210
S,1315659,-10,-4,220
S,1315669,-15,-6,224
S,1315679,-25,-19,236
S,1315689,-33,-17,237
S,1315699,-36,-26,259
S,1315709,-34,-31,275
S,1315719,-30,-21,277
S,1315729,-42,-16,284
S,1315739,-53,-19,290
S,1315749,-53,-10,309
S,1315759,-65,-4,335
S,1315769,-82,-2,350
S,1315779,-84,19,356
S,1315789,-74,16,381
S,1315799,-55,8,416
S,1315809,-41,-13,448
S,1315819,-33,-32,475
S,1315829,-33,-28,485
S,1315839,-47,-36,486
S,1315849,-62,-41,488
S,1315859,-72,-43,485
S,1315869,-87,-31,477
S,1315879,-110,-34,466
S,1315889,-117,-25,458
S,1315899,-110,-7,461
S,1315909,-96,-12,459
S,1315919,-79,-14,463
S,1315929,-72,-14,452
S,1315939,-68,-21,442
S,1315949,-75,-17,417
S,1315959,-87,-18,399
S,1315969,-91,-15,382
S,1315979,-91,-18,370
S,1315989,-84,-16,362
S,1315999,-73,-3,357
S,1316009,-78,11,359
S,1316019,-60,25,333
S,1316029,-52,26,313
S,1316039,-53,30,297
S,1316049,-57,14,283
S,1316059,-63,15,261
S,1316069,-63,-6,267
S,1316079,-54,-21,278
S,1316089,-43,-29,287
S,1316099,-54,-26,271
S,1316109,-67,5,256
S,1316119,-41,-8,237
S,1316129,-43,-34,237
S,1316139,-54,-19,213
S,1316149,-60,-19,201
S,1316159,-61,-2,188
S,1316169,-58,-1,184
S,1316179,-47,-5,184
S,1316189,-32,-21,187
S,1316199,-32,-18,173
S,1316209,-43,-32,181
S,1316219,-37,-34,175
M,1316219,W,49,END
OK end
M,1319058,W,50,START
OK start
S,1319059,-81,35,244
S,1319069,-86,33,246
S,1319079,-82,34,246
S,1319089,-76,41,246
S,1319099,-72,43,244
S,1319109,-70,42,244
S,1319119,-69,38,239
S,1319129,-65,35,235
S,1319139,-61,43,228
S,1319149,-62,45,227
S,1319159,-66,44,216
S,1319169,-68,43,205
S,1319179,-63,45,205
S,1319189,-51,44,204
S,1319199,-35,44,205
S,1319209,-13,38,198
S,1319219,8,30,195
S,1319229,22,14,206
S,1319239,25,9,196
S,1319249,24,9,188
S,1319259,18,26,166
S,1319269,8,26,150
S,1319279,1,42,126
S,1319289,0,43,123
S,1319299,-1,50,118
S,1319309,11,45,126
S,1319319,38,37,148
S,1319329,63,35,164
S,1319339,63,19,191
S,1319349,49,5,211
S,1319359,10,14,206
S,1319369,-38,-16,201
S,1319379,-88,-33,187
S,1319389,-96,-52,204
S,1319399,-60,-53,244
S,1319409,-40,-48,268
S,1319419,-14,-60,301
S,1319429,-1,-55,337
S,1319439,-24,-28,351
S,1319449,-75,21,338
S,1319459,-133,49,316
S,1319469,-167,59,308
S,1319479,-158,56,334
S,1319489,-126,25,384
S,1319499,-91,-7,450
S,1319509,-64,-33,509
S,1319519,-47,-45,542
S,1319529,-55,-48,549
S,1319539,-86,-41,526
S,1319549,-120,0,512
S,1319559,-156,3,496
S,1319569,-177,-2,502
S,1319579,-175,0,515
S,1319589,-161,12,505
S,1319599,-139,11,499
S,1319609,-113,10,490
S,1319619,-77,16,483
S,1319629,-62,28,468
S,1319639,-69,25,445
S,1319649,-70,34,436
S,1319659,-56,45,437
S,1319669,-61,67,421
S,1319679,-62,77,408
S,1319689,-68,60,373
S,1319699,-72,48,344
S,1319709,-70,45,325
S,1319719,-67,29,308
S,1319729,-73,22,293
S,1319739,-71,23,274
S,1319749,-22,46,279
S,1319759,-2,47,270
S,1319769,-15,20,252
S,1319779,-29,7,226
S,1319789,-43,4,194
S,1319799,-62,-6,172
S,1319809,-83,-20,155
S,1319819,-86,-24,141
S,1319829,-58,-27,160
S,1319839,-1,-7,169
S,1319849,41,0,180
S,1319859,25,2,157
S,1319869,-8,-10,133
S,1319879,-12,-9,125
S,1319889,-14,-5,120
S,1319899,-21,-15,118
S,1319909,-25,-19,112
S,1319919,-18,-20,114
S,1319929,-2,-16,121
S,1319939,7,-16,125
S,1319949,17,-27,131
S,1319959,33,-29,153
S,1319969,46,-27,157
S,1319979,47,-16,143
S,1319989,41,-12,134
S,1319999,32,-18,137
S,1320009,17,-28,149
S,1320019,9,-32,161
S,1320029,3,-22,166
S,1320039,11,-14,175
S,1320049,28,4,187
S,1320059,48,28,191
S,1320069,71,38,193
S,1320079,72,46,192
S,1320089,55,39,194
S,1320099,40,31,185
S,1320109,14,3,172
S,1320119,-17,-23,178
S,1320129,-29,-40,196
S,1320139,-27,-56,215
S,1320149,-22,-54,234
S,1320159,-5,-23,248
S,1320169,4,3,259
S,1320179,4,27,262
S,1320189,-19,20,271
S,1320199,-54,20,267
S,1320209,-75,14,277
S,1320219,-99,-8,307
S,1320229,-133,-44,326
S,1320239,-153,-80,354
S,1320249,-142,-101,392
S,1320259,-112,-89,432
S,1320269,-91,-68,466
S,1320279,-92,-56,468
S,1320289,-109,-45,460
S,1320299,-120,-53,459
S,1320309,-129,-63,462
S,1320319,-151,-71,459
S,1320329,-174,-75,449
S,1320339,-188,-73,450
S,1320349,-186,-71,457
S,1320359,-170,-62,463
S,1320369,-147,-42,454
S,1320379,-129,-15,434
S,1320389,-119,2,411
S,1320399,-125,-1,402
S,1320409,-130,-10,395
S,1320419,-134,-8,392
S,1320429,-130,-7,388
S,1320439,-111,-2,391
S,1320449,-94,-9,407
S,1320459,-83,-16,399
S,1320469,-81,-20,376
S,1320479,-82,-22,355
S,1320489,-95,-21,336
S,1320499,-104,-12,313
S,1320509,-111,6,298
S,1320519,-116,21,287
S,1320529,-119,16,280
S,1320539,-108,-8,301
S,1320549,-94,-35,289
S,1320559,-86,-63,261
S,1320573,-62,-63,257
S,1320579,-62,-63,257
S,1320589,-84,-47,231
S,1320599,-74,-19,205
S,1320609,-62,13,196
S,1320619,-64,11,179
S,1320629,-69,0,168
S,1320639,-64,-5,155
S,1320649,-49,-11,146
S,1320659,-6,-28,184
S,1320669,10,-57,217
S,1320679,11,-74,226
S,1320689,-1,-63,203
S,1320699,-23,-59,174
S,1320709,-32,-51,156
S,1320719,-32,-65,167
S,1320729,-27,-85,180
S,1320739,-16,-79,188
S,1320749,-5,-61,202
S,1320759,4,-41,200
S,1320769,6,-21,195
S,1320779,0,-15,197
S,1320789,-18,-24,198
S,1320799,-36,-28,193
S,1320809,-41,-30,197
S,1320819,-31,-31,199
S,1320829,-30,-33,214
S,1320839,-29,-30,225
S,1320849,-33,-26,231
S,1320859,-40,-18,227
M,1320859,W,50,END
OK end
ERR start {W|RING|SLOPE|UNK}
M,1330808,RING,51,START
OK start
S,1330809,-62,4,258
S,1330819,-59,3,261
S,1330829,-58,1,264
S,1330839,-56,-1,267
S,1330849,-53,-2,270
S,1330859,-49,-5,268
S,1330869,-46,-9,262
S,1330879,-44,-7,255
S,1330889,-37,-11,248
S,1330899,-33,-16,242
S,1330909,-31,-23,230
S,1330919,-29,-37,231
S,1330929,-34,-53,233
S,1330939,-36,-64,230
S,1330949,-34,-69,234
S,1330959,-28,-81,235
S,1330969,-24,-81,228
S,1330979,-18,-73,219
S,1330989,5,-44,181
S,1330999,8,-59,214
S,1331009,-2,-42,214
S,1331019,-14,-68,218
S,1331029,-32,-79,225
S,1331039,-41,-89,214
S,1331049,-32,-90,217
S,1331059,-9,-90,227
S,1331069,8,-79,230
S,1331079,18,-66,208
S,1331089,5,-92,257
S,1331099,-31,-101,267
S,1331109,-59,-104,260
S,1331119,-61,-89,255
S,1331129,-67,-69,239
S,1331139,-75,-64,231
S,1331149,-60,-33,215
S,1331159,-50,-25,219
S,1331169,-62,-24,232
S,1331179,-77,-32,261
S,1331189,-91,-41,292
S,1331199,-90,-37,303
S,1331209,-72,-9,311
S,1331219,-71,-1,291
S,1331229,-74,24,269
S,1331239,-73,8,257
S,1331249,-83,7,262
S,1331259,-29,-59,277
S,1331269,-93,23,327
S,1331279,-65,39,358
S,1331289,-36,95,364
S,1331299,-41,109,345
S,1331309,-51,122,323
S,1331319,-51,144,298
S,1331329,-34,151,302
S,1331339,-7,128,342
S,1331349,29,93,404
S,1331359,40,77,428
S,1331369,47,75,443
S,1331379,70,82,445
S,1331389,55,97,404
S,1331399,35,141,337
S,1331409,18,170,327
S,1331419,19,187,310
S,1331429,27,191,313
S,1331439,46,183,328
S,1331449,65,176,340
S,1331459,80,168,344
S,1331469,93,130,367
S,1331479,90,81,394
S,1331489,39,93,367
S,1331499,44,124,307
S,1331509,71,144,303
S,1331519,59,167,304
S,1331529,36,122,319
S,1331539,31,114,313
S,1331549,40,127,314
S,1331559,48,126,317
S,1331569,50,130,302
S,1331579,51,128,323
S,1331589,43,134,295
S,1331599,48,112,292
S,1331609,28,151,299
S,1331619,26,141,229
S,1331629,42,173,248
S,1331639,67,157,277
S,1331649,55,149,293
S,1331659,35,128,325
S,1331669,52,147,305
S,1331679,66,155,310
S,1331689,65,166,290
S,1331699,52,152,280
S,1331709,44,142,270
S,1331719,56,156,272
S,1331729,63,159,277
S,1331739,80,175,275
S,1331749,82,194,264
S,1331759,76,219,250
S,1331769,73,238,226
S,1331779,63,235,217
S,1331789,51,237,204
S,1331799,36,226,195
S,1331809,26,217,194
S,1331819,30,206,201
S,1331829,53,195,212
S,1331839,67,189,232
S,1331849,75,178,227
S,1331859,84,171,213
S,1331869,78,178,198
S,1331879,66,165,169
S,1331889,52,153,152
S,1331899,41,139,143
S,1331909,37,119,143
S,1331919,40,101,152
S,1331929,52,98,154
S,1331939,63,90,156
S,1331949,71,77,154
S,1331959,87,74,148
S,1331969,84,69,133
S,1331979,60,59,105
S,1331989,41,44,88
S,1331999,30,32,83
S,1332009,23,21,85
S,1332019,28,5,91
S,1332029,49,-5,112
S,1332039,75,-16,138
S,1332049,94,-34,160
S,1332059,90,-52,176
S,1332069,69,-69,170
S,1332079,44,-80,156
S,1332089,21,-89,140
S,1332099,7,-102,134
S,1332109,3,-119,142
S,1332119,0,-121,153
S,1332129,-3,-123,163
S,1332139,-3,-126,181
S,1332149,-1,-131,193
S,1332159,8,-132,201
S,1332169,24,-130,193
S,1332179,36,-120,198
S,1332189,30,-118,203
S,1332199,-1,-114,214
S,1332209,-19,-100,226
S,1332219,-28,-112,238
S,1332229,-29,-121,239
S,1332239,-32,-128,227
S,1332249,-27,-132,221
S,1332259,-20,-127,209
S,1332269,-18,-120,213
S,1332279,-28,-105,235
S,1332289,-52,-87,257
S,1332299,-68,-78,266
S,1332309,-78,-75,276
S,1332319,-78,-82,277
S,1332329,-64,-89,282
S,1332339,-43,-85,275
S,1332349,-39,-90,281
S,1332359,-62,-86,306
S,1332369,-75,-88,337
S,1332379,-73,-75,361
S,1332389,-69,-74,375
S,1332399,-55,-56,365
S,1332409,-61,-34,367
S,1332419,-74,-26,366
S,1332429,-90,-42,372
S,1332439,-99,-54,392
S,1332449,-92,-58,407
S,1332459,-69,-47,424
S,1332469,-40,-55,432
S,1332479,-29,-34,427
S,1332489,-29,-40,418
S,1332499,-38,-32,397
S,1332509,-43,-23,375
S,1332519,-49,-32,374
S,1332529,-48,-57,367
S,1332539,-56,-55,359
S,1332549,-57,-61,342
S,1332559,-51,-64,336
S,1332569,-44,-57,321
S,1332579,-32,-57,310
S,1332589,-24,-51,304
S,1332599,-23,-49,292
S,1332609,-21,-47,285
M,1332609,RING,51,END
OK end
M,1338038,RING,52,START
OK start
S,1338039,-65,-1,268
S,1338049,-68,-3,267
S,1338059,-68,-1,265
S,1338069,-68,0,263
S,1338079,-65,1,263
S,1338089,-63,-1,264
S,1338099,-60,-5,264
S,1338109,-63,-10,256
S,1338119,-66,-10,252
S,1338129,-62,-8,252
S,1338139,-56,-11,259
S,1338149,-55,-16,257
S,1338159,-53,-17,256
S,1338169,-47,-17,256
S,1338179,-38,-10,245
S,1338189,-39,7,249
S,1338199,-34,-9,231
S,1338209,-37,-24,241
S,1338219,-33,-24,230
S,1338229,-30,-33,219
S,1338239,-22,-43,217
S,1338249,-17,-33,197
S,1338259,-7,-39,188
S,1338269,-5,-56,194
S,1338279,-8,-78,201
S,1338289,-13,-104,205
S,1338299,-16,-119,203
S,1338309,-13,-128,195
S,1338319,-2,-131,190
S,1338329,3,-114,188
S,1338339,16,-100,184
S,1338349,24,-71,185
S,1338359,14,-59,210
S,1338369,2,-67,221
S,1338379,-27,-52,235
S,1338389,-43,-67,236
S,1338399,-45,-69,238
S,1338409,-34,-74,246
S,1338419,-25,-78,245
S,1338429,-16,-81,249
S,1338439,-12,-63,274
S,1338449,-16,-53,303
S,1338459,-39,-28,315
S,1338469,-67,-33,315
S,1338479,-92,-38,302
S,1338489,-102,-44,295
S,1338499,-103,-35,292
S,1338509,-86,-39,323
S,1338519,-72,-48,356
S,1338529,-67,-41,372
S,1338539,-55,-21,376
S,1338549,-40,-9,385
S,1338559,-23,8,385
S,1338569,-6,13,394
S,1338579,15,26,403
S,1338589,22,45,416
S,1338599,18,61,409
S,1338609,14,69,403
S,1338619,11,80,390
S,1338629,3,90,375
