0] builtin=0 custom=0
op[1] builtin=0 custom=0
op[2] builtin=0 custom=0
op[3] builtin=0 custom=0
op[4] builtin=0 custom=0
op[5] builtin=0 custom=0
op[6] builtin=0 custom=0
Input type: 1
Input bytes: 1536
ADXL345 Initialized
window_samples = 128
ESP-ROM:esp32c6-20220919
0] builtin=0 custom=0
op[1] builtin=0 custom=0
op[2] builtin=0 custom=0
op[3] builtin=0 custom=0
op[4] builtin=0 custom=0
op[5] builtin=0 custom=0
op[6] builtin=0 custom=0
Input type: 1
Input bytes: 1536
ADXL345 Initialized
window_samples = 128
ERR unknown command (type 'help')
OK mode=LOG
M,14438,W,1,START
OK start
S,202489,-8,-15,227
S,202499,-15,-23,227
S,202509,-31,-39,235
S,202519,-53,-65,254
S,202529,-63,-83,261
S,202539,-55,-81,265
S,202549,-42,-76,270
S,202559,-36,-66,267
S,202569,-33,-54,262
S,202579,-22,-40,244
S,202589,-19,-48,259
S,202599,-39,-51,260
S,202609,-70,-95,286
S,202619,-79,-131,303
S,202629,-66,-145,309
S,202639,-53,-164,321
S,202649,-40,-167,326
S,202659,-36,-133,314
S,202669,-30,-96,299
S,202679,-43,-82,300
S,202689,-79,-88,322
S,202699,-107,-83,326
S,202709,-113,-69,324
S,202719,-108,-54,320
S,202729,-110,-45,308
S,202739,-96,-58,310
S,202749,-81,-69,316
M,202749,RING,11,END
OK end
M,211608,RING,12,START
OK start
S,211609,-28,-10,270
S,211619,-19,-13,268
S,211629,-12,-13,271
S,211639,-15,-17,271
S,211649,-23,-20,270
S,211659,-30,-24,272
S,211669,-33,-18,267
S,211679,-33,-14,264
S,211689,-36,-7,260
S,211699,-39,-2,261
S,211709,-36,-4,260
S,211719,-29,-7,258
S,211729,-21,-10,261
S,211739,-14,-11,256
S,211749,-10,-14,252
S,211759,-4,-18,248
S,211769,-1,-25,249
S,211779,0,-27,245
S,211789,2,-24,244
S,211799,7,-22,238
S,211809,17,-17,233
S,211819,29,-11,236
S,211829,29,-19,236
S,211839,25,-27,234
S,211849,14,-48,235
S,211859,-4,-56,225
S,211869,7,-64,230
S,211879,12,-73,237
S,211889,14,-83,230
S,211899,29,-80,226
S,211909,22,-67,217
S,211919,19,-65,216
S,211929,7,-58,219
S,211939,-7,-69,226
S,211949,-38,-72,229
S,211959,-29,-77,227
S,211969,6,-70,234
S,211979,25,-62,240
S,211989,26,0,167
S,211999,13,-64,233
S,212009,-22,-64,254
S,212019,-69,-71,253
S,212029,-97,-85,242
S,212039,-90,-93,236
S,212049,-65,-104,231
S,212059,-44,-120,242
S,212069,-40,-148,275
S,212079,-52,-176,295
S,212089,-58,-186,304
S,212099,-59,-173,298
S,212109,-68,-149,275
S,212119,-70,-134,256
S,212129,-48,-121,257
S,212139,-38,-128,258
S,212149,-47,-133,263
S,212159,-64,-153,283
S,212169,-77,-167,286
S,212179,-70,-157,284
S,212189,-61,-138,279
S,212199,-48,-138,271
S,212209,-25,-120,290
S,212219,-13,-98,273
S,212229,-31,-98,283
S,212239,-22,-61,289
S,212249,-38,-74,306
S,212259,-65,-103,324
S,212269,-92,-132,343
S,212279,-89,-155,355
S,212289,-53,-136,358
S,212299,-33,-112,349
S,212309,-17,-85,342
S,212319,3,-46,356
S,212329,30,24,386
S,212339,60,95,388
S,212349,137,179,372
S,212359,32,181,361
S,212369,3,138,381
S,212379,-1,70,411
S,212389,4,36,416
S,212399,31,52,409
S,212409,83,78,411
S,212419,92,121,392
S,212429,49,155,362
S,212439,29,183,341
S,212449,25,192,335
S,212459,13,154,341
S,212469,25,115,348
S,212479,69,69,371
S,212489,96,46,372
S,212499,114,49,374
S,212509,72,36,355
S,212519,27,25,329
S,212529,2,36,310
S,212539,-19,57,291
S,212549,-38,71,280
S,212559,-7,95,266
S,212569,74,128,274
S,212579,121,149,289
S,212589,88,138,282
S,212599,31,111,269
S,212609,16,109,279
S,212619,25,117,286
S,212629,4,116,291
S,212639,-7,149,276
S,212649,74,195,286
S,212659,192,239,262
S,212669,145,226,246
S,212679,51,183,221
S,212689,15,166,210
S,212699,3,162,217
S,212709,-22,139,218
S,212719,-43,129,217
S,212729,-53,121,219
S,212739,16,124,219
S,212749,155,182,235
S,212759,189,198,222
S,212769,114,151,223
S,212779,80,152,208
S,212789,66,147,208
S,212799,60,136,198
S,212809,40,118,191
S,212819,32,99,182
S,212829,39,99,180
S,212839,59,103,190
S,212849,80,104,189
S,212859,80,96,187
S,212869,46,94,164
S,212879,20,92,142
S,212889,12,92,127
S,212899,15,79,125
S,212909,13,67,123
S,212919,20,38,137
S,212929,46,20,147
S,212939,77,12,151
S,212949,93,7,158
S,212959,73,-11,161
S,212969,49,-26,166
S,212979,25,-37,164
S,212989,5,-40,156
S,212999,-7,-37,150
S,213009,-14,-48,145
S,213019,-18,-59,150
S,213029,-12,-70,146
S,213039,6,-88,163
S,213049,24,-111,178
S,213063,-3,-118,190
S,213069,-3,-118,190
S,213079,-17,-114,186
S,213089,-25,-113,185
S,213099,-38,-104,170
S,213109,-33,-93,154
S,213119,-23,-87,170
S,213129,-24,-107,190
S,213139,-30,-114,195
S,213149,-27,-119,198
S,213159,-20,-118,209
S,213169,-12,-112,214
S,213179,-11,-103,211
S,213189,-9,-98,205
S,213199,-13,-95,192
S,213209,-34,-92,197
S,213219,-20,-103,214
S,213229,-38,-142,247
S,213239,-56,-210,308
S,213249,-58,-248,326
S,213259,-43,-257,347
S,213269,-38,-210,320
S,213279,-40,-181,293
S,213289,-38,-150,260
S,213299,-50,-144,280
S,213309,-89,-165,308
S,213319,-122,-206,350
S,213329,-132,-200,350
S,213339,-101,-183,359
S,213349,-65,-168,371
S,213359,-49,-140,356
S,213369,-56,-104,332
S,213379,-101,-75,340
S,213389,-118,-94,350
S,213399,-136,-108,382
S,213409,-131,-99,418
M,213409,RING,12,END
OK end
M,221848,RING,13,START
OK start
S,221849,-52,2,276
S,221859,-51,4,276
S,221869,-49,8,274
S,221879,-50,8,273
S,221889,-56,5,278
S,221899,-58,4,276
S,221909,-58,3,274
S,221919,-58,3,270
S,221929,-58,4,267
S,221939,-58,3,265
S,221949,-57,4,261
S,221959,-52,6,256
S,221969,-48,9,251
S,221979,-49,12,247
S,221989,-47,13,243
S,221999,-48,20,236
S,222009,-50,25,228
S,222019,-48,28,220
S,222029,-51,24,217
S,222039,-53,23,206
S,222049,-43,22,202
S,222059,-37,22,197
S,222069,-32,14,193
S,222079,-29,4,192
S,222089,-25,-1,197
S,222099,-16,-2,204
S,222109,-14,-1,208
S,222119,-16,-7,208
S,222129,-10,-10,209
S,222139,9,1,195
S,222149,14,-17,212
S,222159,15,-30,206
S,222169,21,-34,206
S,222179,32,-29,197
S,222189,35,-23,202
S,222199,11,-32,209
S,222209,-28,-62,225
S,222219,-32,-82,237
S,222229,-41,-83,249
S,222239,-15,-86,241
S,222249,-9,-85,248
S,222259,7,-85,240
S,222269,21,-60,229
S,222279,44,-58,230
S,222289,30,-43,210
S,222299,17,-69,246
S,222309,-23,-89,250
S,222319,-38,-104,262
S,222329,-51,-98,258
S,222339,-39,-93,247
S,222349,-15,-64,241
S,222359,11,-45,242
S,222369,5,-48,256
S,222379,-30,-71,270
S,222389,-52,-86,272
S,222399,-65,-90,268
S,222409,-65,-91,261
S,222419,-68,-92,246
S,222429,-73,-108,241
S,222439,-69,-123,253
S,222449,-93,-160,300
S,222459,-136,-189,315
S,222469,-145,-174,317
S,222479,-129,-159,312
S,222489,-97,-140,310
S,222499,-56,-119,311
S,222509,-20,-97,318
S,222519,-7,-105,329
S,222529,-8,-111,370
S,222539,-17,-80,431
S,222549,-8,-66,425
S,222559,6,-31,433
S,222569,-8,11,407
S,222579,-36,26,386
S,222589,-46,25,376
S,222599,-26,8,374
S,222609,11,-22,383
S,222619,57,-58,421
S,222629,79,-73,451
S,222639,89,-72,463
S,222649,76,-46,447
S,222659,49,2,407
S,222669,15,41,376
S,222679,-49,18,369
S,222689,25,96,330
S,222699,47,56,349
S,222709,87,56,393
S,222719,135,82,366
S,222729,143,96,372
S,222739,117,87,370
S,222749,89,84,359
S,222759,71,91,354
S,222769,24,91,374
S,222779,20,109,284
S,222789,67,92,349
S,222799,149,124,361
S,222809,178,147,350
S,222819,138,145,334
S,222829,101,153,318
S,222839,93,165,309
S,222849,71,169,297
S,222859,46,170,274
S,222869,43,166,265
S,222879,60,155,263
S,222889,101,156,264
S,222899,131,155,260
S,222909,139,144,276
S,222919,125,130,274
S,222929,115,94,279
S,222939,105,79,272
S,222949,85,73,257
S,222959,60,64,243
S,222969,31,51,236
S,222979,38,48,236
S,222989,69,61,249
S,222999,102,86,245
S,223009,109,104,243
S,223019,86,112,244
S,223029,52,115,217
S,223039,33,112,205
S,223049,10,115,196
S,223059,-4,121,184
S,223069,11,124,177
S,223079,69,141,187
S,223089,107,143,194
S,223099,108,130,194
S,223113,67,85,191
S,223119,67,85,191
S,223129,59,69,183
S,223139,55,54,186
S,223149,45,55,163
S,223159,36,45,161
S,223169,60,51,162
S,223179,88,60,171
S,223189,84,50,167
S,223199,71,34,164
S,223209,66,25,166
S,223219,57,16,163
S,223229,48,0,163
S,223239,37,-14,162
S,223249,26,-23,162
S,223259,16,-34,164
S,223269,13,-41,170
S,223279,12,-44,176
S,223289,8,-51,179
S,223299,3,-53,178
S,223309,3,-49,175
S,223319,3,-42,164
S,223329,5,-52,165
S,223339,3,-59,161
S,223349,-2,-64,168
S,223359,-18,-74,176
S,223369,-42,-84,190
S,223379,-53,-95,204
S,223389,-50,-114,221
S,223399,-42,-128,230
S,223409,-33,-131,230
S,223419,-24,-119,217
S,223429,-17,-99,199
S,223439,-16,-82,193
S,223449,-25,-77,182
S,223459,-50,-82,191
S,223469,-74,-105,197
S,223479,-91,-133,203
S,223489,-63,-149,206
S,223499,-43,-159,220
S,223509,-44,-149,239
S,223519,-61,-135,251
S,223529,-64,-106,251
S,223539,-59,-89,254
S,223549,-51,-72,264
S,223559,-43,-93,274
S,223569,-45,-83,278
S,223579,-69,-92,313
S,223589,-88,-117,328
S,223599,-86,-139,356
S,223609,-69,-142,371
S,223619,-60,-123,377
S,223629,-53,-97,376
S,223639,-63,-79,361
S,223649,-87,-74,372
M,223649,RING,13,END
OK end
M,233098,RING,14,START
OK start
S,233099,-58,0,263
S,233109,-60,-8,263
S,233119,-62,-17,263
S,233129,-48,-19,268
S,233139,-31,-12,264
S,233149,-16,2,259
S,233163,-23,-3,264
S,233169,-23,-3,264
S,233179,-33,0,256
S,233189,-40,3,250
S,233199,-40,9,242
S,233209,-40,6,242
S,233219,-37,-8,243
S,233229,-29,-16,255
S,233239,-18,-16,251
S,233249,-2,-13,255
S,233259,10,-9,250
S,233269,8,-1,244
S,233279,2,10,227
S,233289,7,18,218
S,233299,17,18,212
S,233309,14,10,209
S,233319,9,-15,215
S,233329,5,-48,229
S,233339,9,-62,237
S,233349,20,-62,234
S,233359,19,-64,229
S,233369,22,-59,232
S,233379,24,-65,213
S,233389,32,-71,211
S,233399,27,-94,205
S,233409,45,-99,200
S,233419,53,-121,244
S,233429,13,-140,227
S,233439,0,-141,228
S,233449,-9,-109,204
S,233459,5,-90,189
S,233469,-36,-96,175
S,233479,-71,-121,222
S,233489,-68,-134,222
S,233499,-75,-165,263
S,233509,-88,-178,274
S,233519,-85,-160,267
S,233529,-69,-137,258
S,233539,-47,-121,251
S,233549,-51,-116,252
S,233559,-88,-127,250
S,233569,-117,-139,268
S,233579,-122,-148,278
S,233589,-97,-127,310
S,233599,-43,-100,315
S,233609,-43,-74,308
S,233619,-48,-96,346
S,233629,-48,-66,369
S,233639,-47,-60,410
S,233649,-56,-36,425
S,233659,-53,10,428
S,233669,-23,49,422
S,233679,25,60,448
S,233689,76,64,470
S,233699,103,68,483
S,233709,124,108,478
S,233719,149,167,464
S,233729,143,208,437
S,233739,85,218,415
S,233749,53,209,366
S,233759,75,203,329
S,233769,87,166,365
S,233779,81,92,384
S,233789,64,124,368
S,233799,91,167,344
S,233809,104,178,335
S,233819,45,179,303
S,233829,11,194,270
S,233839,-26,169,271
S,233849,-52,133,274
S,233859,28,119,280
S,233869,128,122,294
S,233879,142,146,285
S,233889,71,112,280
S,233899,53,95,283
S,233909,66,106,286
S,233919,62,118,278
S,233929,29,114,278
S,233939,-12,87,270
S,233949,31,94,281
S,233959,102,119,279
S,233969,122,124,272
S,233979,89,130,242
S,233989,54,132,235
S,233999,43,151,221
S,234009,33,172,205
S,234019,8,170,197
S,234029,1,152,207
S,234039,9,136,213
S,234049,15,123,211
S,234059,38,106,205
S,234069,67,105,209
S,234079,66,115,196
S,234089,48,123,184
S,234099,48,134,164
S,234109,50,133,160
S,234119,39,108,165
S,234129,37,101,163
S,234139,58,111,167
S,234149,74,98,177
S,234159,91,59,193
S,234169,97,44,199
S,234179,100,60,187
S,234189,74,63,172
S,234199,42,64,155
S,234209,33,67,145
S,234219,28,70,139
S,234229,14,59,142
S,234239,14,48,145
S,234249,23,36,164
S,234259,31,3,187
S,234269,29,-13,202
S,234279,30,-3,206
S,234289,20,32,179
S,234299,0,32,171
S,234309,-15,26,158
S,234319,-13,14,150
S,234329,-16,-2,150
S,234339,-14,-21,168
S,234349,-19,-50,182
S,234359,-40,-77,206
S,234369,-44,-98,221
S,234379,-42,-84,217
S,234389,-35,-72,204
S,234399,-24,-64,193
S,234409,-21,-56,182
S,234419,-16,-59,184
S,234429,-18,-60,180
S,234439,-36,-61,180
S,234449,-70,-76,201
S,234459,-113,-118,230
S,234469,-124,-126,237
S,234479,-99,-116,242
S,234489,-70,-95,240
S,234499,-53,-93,245
S,234509,-36,-96,244
S,234519,-25,-88,239
S,234529,-19,-84,235
S,234539,-22,-81,240
S,234549,-66,-115,277
S,234559,-101,-137,295
S,234569,-97,-132,313
S,234579,-83,-106,314
S,234589,-67,-105,318
S,234599,-49,-103,326
S,234609,-35,-89,328
S,234619,-42,-84,322
S,234629,-75,-110,360
S,234639,-102,-128,379
S,234649,-99,-94,370
S,234659,-80,-76,373
S,234669,-78,-75,370
S,234679,-86,-79,360
S,234689,-83,-78,345
S,234699,-72,-75,342
S,234709,-73,-83,351
S,234719,-77,-98,371
S,234729,-74,-94,375
S,234739,-65,-82,375
S,234749,-65,-67,360
S,234759,-69,-58,341
S,234769,-70,-50,330
S,234779,-66,-44,319
S,234789,-65,-51,310
S,234799,-65,-57,300
S,234809,-65,-68,296
S,234819,-60,-76,295
S,234829,-54,-75,291
S,234839,-56,-65,278
S,234849,-52,-55,272
S,234859,-58,-59,270
S,234869,-64,-64,263
S,234879,-63,-58,255
S,234889,-57,-54,254
S,234899,-55,-56,253
M,234899,RING,14,END
OK end
M,244108,RING,15,START
OK start
S,244109,-32,-14,280
S,244119,-30,-10,281
S,244129,-28,-8,279
S,244139,-30,1,272
S,244149,-30,3,266
S,244159,-26,13,257
S,244169,-26,9,258
S,244179,-32,3,251
S,244189,-32,3,248
S,244199,-27,1,244
S,244209,-20,2,234
S,244219,-11,1,218
S,244229,0,9,201
S,244239,16,0,192
S,244249,20,-22,185
S,244259,17,-40,197
S,244269,18,-41,205
S,244279,24,-30,209
S,244289,38,-19,215
S,244299,51,-10,209
S,244309,61,4,194
S,244319,65,0,196
S,244329,59,-7,179
S,244339,41,-32,185
S,244349,15,-65,199
S,244359,-18,-139,247
S,244369,-47,-165,247
S,244379,-36,-174,252
S,244389,0,-135,244
S,244399,-13,-127,246
S,244409,-38,-91,212
S,244419,-69,-88,204
S,244429,-76,-79,204
S,244439,-96,-91,239
S,244449,-120,-109,251
S,244459,-101,-108,262
S,244469,-81,-95,272
S,244479,-81,-87,269
S,244489,-84,-87,268
S,244499,-88,-87,257
S,244509,-86,-83,256
S,244519,-83,-71,258
S,244529,-104,-104,292
S,244539,-116,-111,315
S,244549,-101,-115,342
S,244559,-95,-114,349
S,244569,-72,-110,342
S,244579,-32,-90,360
S,244589,-5,-63,380
S,244599,2,-39,410
S,244609,-3,-14,436
S,244619,-8,-1,414
S,244629,20,34,400
S,244639,36,29,402
S,244649,57,10,392
S,244659,83,25,398
S,244669,72,33,391
S,244679,55,52,376
S,244689,46,92,351
S,244699,38,123,339
S,244709,40,149,325
S,244719,53,182,328
S,244729,54,192,320
S,244739,62,189,331
S,244749,73,163,353
S,244759,77,126,370
S,244769,77,95,369
S,244779,82,97,372
S,244789,167,115,361
S,244799,183,160,335
S,244809,131,156,344
S,244819,85,157,318
S,244829,64,168,306
S,244839,49,152,299
S,244849,37,138,300
S,244859,12,142,280
S,244869,10,120,267
S,244879,109,150,286
S,244889,153,159,281
S,244899,117,150,274
S,244909,81,134,263
S,244919,67,138,248
S,244929,58,136,236
S,244939,48,123,243
S,244949,22,102,241
S,244959,46,96,251
S,244969,99,111,261
S,244979,143,115,274
S,244989,149,125,271
S,244999,120,116,261
S,245009,83,108,253
S,245019,65,114,241
S,245029,47,114,227
S,245039,20,103,222
S,245049,18,107,216
S,245059,43,118,223
S,245069,65,124,227
S,245079,80,126,228
S,245089,75,115,221
S,245099,54,102,215
S,245109,46,92,205
S,245119,45,92,199
S,245129,44,98,193
S,245139,34,97,186
S,245149,15,90,176
S,245159,3,86,177
S,245169,5,92,175
S,245179,16,101,164
S,245189,24,100,163
S,245199,31,88,164
S,245209,42,73,165
S,245223,42,55,171
S,245229,37,34,176
S,245239,40,22,173
S,245249,43,21,187
S,245259,49,25,189
S,245269,40,24,185
S,245279,20,17,173
S,245289,3,7,167
S,245299,-9,-7,165
S,245309,-17,-25,165
S,245319,-16,-57,181
S,245329,0,-79,193
S,245339,12,-92,209
S,245349,12,-87,219
S,245359,0,-56,208
S,245369,-15,-47,199
S,245379,-31,-48,195
S,245389,-41,-52,193
S,245399,-43,-55,192
S,245409,-39,-60,196
S,245419,-21,-73,197
S,245429,1,-95,209
S,245439,-2,-111,226
S,245449,-29,-99,223
S,245459,-60,-87,230
S,245469,-84,-79,222
S,245479,-88,-67,220
S,245489,-75,-61,224
S,245499,-66,-61,219
S,245509,-56,-63,211
S,245519,-37,-77,208
S,245529,-28,-83,205
S,245539,-27,-89,219
S,245549,-55,-98,235
S,245559,-108,-123,253
S,245569,-138,-139,257
S,245579,-128,-129,252
S,245589,-100,-118,251
S,245599,-60,-106,254
S,245609,-20,-77,246
S,245619,16,-104,289
S,245629,4,-107,303
S,245639,-47,-114,313
S,245649,-77,-114,312
S,245659,-74,-93,303
S,245669,-77,-59,292
S,245679,-87,-56,289
S,245689,-88,-65,299
S,245699,-86,-85,341
S,245709,-81,-103,362
S,245719,-73,-100,378
S,245729,-64,-92,383
S,245739,-61,-73,382
S,245749,-62,-55,365
S,245759,-63,-36,361
S,245769,-65,-28,355
S,245779,-66,-25,348
S,245789,-64,-39,347
S,245799,-65,-56,352
S,245809,-66,-79,353
S,245819,-65,-85,351
S,245829,-68,-78,343
S,245839,-66,-68,326
S,245849,-64,-70,322
S,245859,-59,-65,315
S,245869,-46,-57,305
S,245879,-29,-47,300
S,245889,-24,-41,294
S,245899,-28,-41,288
S,245909,-34,-41,279
M,245909,RING,15,END
OK end
M,253338,RING,16,START
OK start
S,253339,-26,8,274
S,253349,-21,11,272
S,253359,-20,12,272
S,253369,-25,13,269
S,253379,-24,11,267
S,253389,-21,9,264
S,253399,-20,7,261
S,253409,-16,4,255
S,253419,-20,3,254
S,253429,-20,1,250
S,253439,-17,3,242
S,253449,-13,6,238
S,253459,-3,4,229
S,253469,4,6,230
S,253479,11,-3,231
S,253489,9,-17,241
S,253499,14,-21,248
S,253509,16,-19,247
S,253519,14,-13,237
S,253529,16,-2,224
S,253539,26,-7,222
S,253549,35,-9,220
S,253559,45,-10,219
S,253569,49,-11,211
S,253579,34,-17,216
S,253589,14,-42,221
S,253599,8,-64,221
S,253609,28,-74,219
S,253619,27,-87,211
S,253629,10,-86,207
S,253639,-9,-97,222
S,253649,-27,-100,241
S,253659,-39,-87,242
S,253669,-35,-70,253
S,253679,-66,-65,239
S,253689,-64,-45,234
S,253699,-44,-46,221
S,253709,-42,-53,232
S,253719,-66,-74,244
S,253729,-92,-102,266
S,253739,-92,-112,280
S,253749,-72,-103,295
S,253759,-54,-84,299
S,253769,-44,-75,297
S,253779,-48,-74,289
S,253789,-64,-71,280
S,253799,-93,-86,286
S,253809,-121,-110,295
S,253819,-120,-125,297
S,253829,-87,-121,302
S,253839,-53,-105,311
S,253849,-48,-80,312
S,253859,-42,-51,319
S,253869,-45,-23,319
S,253879,-53,-20,327
S,253889,-81,-21,312
S,253899,-81,-42,322
S,253909,-62,-43,324
S,253919,-18,-44,347
S,253929,-54,-77,357
S,253939,-10,-51,370
S,253949,54,15,361
S,253959,49,82,365
S,253969,34,113,340
S,253979,6,124,338
S,253989,-13,106,354
S,253999,-5,56,374
S,254009,35,25,402
S,254019,86,12,413
S,254029,100,39,414
S,254039,101,54,405
S,254049,83,88,384
S,254059,60,121,364
S,254069,48,133,344
S,254079,42,132,329
S,254089,45,125,334
S,254099,45,112,335
S,254109,57,96,346
S,254119,68,82,360
S,254129,66,79,353
S,254139,52,97,353
S,254149,36,121,337
S,254159,6,128,284
S,254169,8,136,267
S,254179,48,113,311
S,254189,96,89,324
S,254199,118,106,323
S,254209,87,97,310
S,254219,49,96,309
S,254229,42,93,310
S,254239,38,96,292
S,254249,20,101,288
S,254259,-16,92,266
S,254269,-11,65,264
S,254279,54,109,272
S,254289,69,123,260
S,254299,47,115,253
S,254309,35,98,257
S,254319,43,91,267
S,254329,45,78,270
S,254339,35,69,269
S,254349,47,76,261
S,254359,62,91,250
S,254369,48,95,247
S,254379,32,88,241
S,254389,32,86,240
S,254399,41,100,232
S,254409,46,107,223
S,254419,45,117,206
S,254429,48,109,204
S,254439,50,104,196
S,254449,51,94,190
S,254459,50,88,188
S,254469,42,73,189
S,254479,27,62,189
S,254489,16,53,183
S,254499,19,39,181
S,254509,37,46,161
S,254519,41,41,168
S,254529,37,37,193
S,254539,34,34,134
S,254549,28,37,168
S,254559,39,47,164
S,254569,52,49,173
S,254579,49,43,170
S,254589,25,34,171
S,254599,6,19,172
S,254609,-4,7,178
S,254619,-7,3,179
S,254629,-11,-4,176
S,254639,-13,-19,180
S,254649,0,-28,183
S,254659,25,-36,189
S,254669,39,-42,200
S,254679,36,-39,206
S,254689,-4,-23,205
S,254699,-48,-32,202
S,254709,-75,-44,201
S,254719,-81,-50,203
S,254729,-70,-50,207
S,254739,-48,-55,211
S,254749,-11,-49,215
S,254759,6,-46,219
S,254769,-5,-49,228
S,254779,-36,-53,218
S,254789,-57,-55,218
S,254799,-64,-60,223
S,254809,-68,-50,208
S,254819,-64,-37,203
S,254829,-53,-24,212
S,254839,-54,-30,224
S,254849,-70,-58,242
S,254859,-87,-90,251
S,254869,-87,-107,254
S,254879,-74,-106,254
S,254889,-54,-88,258
S,254899,-27,-74,261
S,254909,-9,-55,252
S,254919,5,-35,261
S,254929,-13,-38,288
S,254939,-72,-76,290
S,254949,-126,-105,281
S,254959,-131,-119,256
S,254969,-89,-140,271
S,254979,-72,-162,279
S,254989,-70,-178,305
S,254999,-61,-160,322
S,255009,-64,-157,337
S,255019,-86,-134,334
S,255029,-112,-143,330
S,255039,-120,-122,318
S,255049,-117,-113,302
S,255059,-111,-114,304
S,255069,-112,-120,316
S,255079,-105,-134,326
S,255089,-94,-133,338
S,255099,-85,-126,341
S,255109,-70,-124,343
S,255119,-64,-121,347
S,255129,-68,-112,338
S,255139,-76,-105,319
M,255139,RING,16,END
OK end
M,262378,RING,17,START
OK start
S,262379,-46,2,271
S,262389,-44,2,272
S,262399,-41,5,268
S,262409,-37,8,271
S,262419,-36,16,268
S,262429,-37,17,271
S,262439,-35,27,263
S,262449,-31,34,259
S,262459,-33,31,256
S,262469,-30,27,249
S,262479,-29,21,248
S,262489,-23,13,241
S,262499,-17,11,232
S,262509,-8,4,222
S,262519,3,-8,218
S,262529,2,-18,216
S,262539,-7,-23,211
S,262549,-10,-18,198
S,262559,0,-16,206
S,262569,8,-16,191
S,262579,14,-22,194
S,262589,13,-32,192
S,262599,7,-39,199
S,262609,-1,-43,201
S,262619,-18,-48,205
S,262629,-31,-54,208
S,262639,-14,-48,198
S,262649,3,-57,203
S,262659,0,-64,214
S,262669,18,-72,199
S,262679,1,-83,272
S,262689,-30,-92,256
S,262699,-50,-111,266
S,262709,-47,-104,260
S,262719,-15,-79,261
S,262729,-3,-63,244
S,262739,-18,-57,230
S,262749,-44,-62,235
S,262759,-65,-85,253
S,262769,-69,-91,264
S,262779,-63,-76,270
S,262789,-50,-76,275
S,262799,-53,-79,265
S,262809,-50,-70,255
S,262819,-48,-61,248
S,262829,-57,-60,262
S,262839,-71,-81,289
S,262849,-75,-86,295
S,262859,-71,-83,297
S,262869,-69,-79,295
S,262879,-58,-68,295
S,262889,-45,-58,297
S,262899,-44,-40,309
S,262909,-48,-46,300
S,262919,-33,-42,322
S,262929,-12,-26,353
S,262939,-27,-19,353
S,262949,-5,2,392
S,262959,17,88,362
S,262969,-2,128,369
S,262979,-23,137,342
S,262989,6,132,352
S,262999,43,117,363
S,263009,83,57,394
S,263019,106,17,407
S,263029,118,1,425
S,263039,112,32,407
S,263049,93,50,390
S,263059,72,78,367
S,263069,60,111,352
S,263079,43,121,357
S,263089,62,135,327
S,263099,124,168,357
S,263109,151,172,377
S,263119,130,145,371
S,263129,119,130,382
S,263139,114,111,381
S,263149,77,90,368
S,263159,83,79,383
S,263169,104,99,318
S,263179,122,122,324
S,263189,90,115,353
S,263199,62,133,299
S,263209,62,158,282
S,263219,67,164,276
S,263229,80,165,276
S,263239,86,155,281
S,263249,88,160,279
S,263259,76,167,258
S,263269,60,149,261
S,263279,47,125,269
S,263289,40,114,275
S,263299,31,115,273
S,263313,82,122,264
S,263319,82,122,264
S,263329,114,140,261
S,263339,85,138,243
S,263349,48,125,229
S,263359,44,133,229
S,263369,45,144,229
S,263379,31,145,223
S,263389,20,134,224
S,263399,16,121,229
S,263409,18,114,222
S,263419,30,112,216
S,263429,46,115,212
S,263439,69,130,214
S,263449,89,140,211
S,263459,81,142,214
S,263469,68,142,209
S,263479,59,144,200
S,263489,49,136,191
S,263499,39,119,193
S,263509,41,104,190
S,263519,39,97,189
S,263529,55,84,201
S,263539,74,88,205
S,263549,72,84,214
S,263559,63,87,196
S,263569,41,85,189
S,263579,26,89,171
S,263589,17,97,160
S,263599,9,98,152
S,263609,16,86,160
S,263619,32,85,169
S,263629,29,72,179
S,263639,30,66,187
S,263649,24,58,189
S,263659,21,51,182
S,263669,13,49,173
S,263679,3,41,166
S,263689,4,29,164
S,263699,6,17,167
S,263709,9,5,171
S,263719,16,-8,185
S,263729,17,-4,206
S,263739,6,-13,211
S,263749,-5,-20,213
S,263759,-14,-22,208
S,263769,-19,-21,199
S,263779,-18,-22,195
S,263789,-6,-21,193
S,263799,4,-26,192
S,263809,3,-44,197
S,263819,-6,-45,204
S,263829,-37,-44,228
S,263839,-64,-49,247
S,263849,-76,-47,253
S,263859,-83,-35,244
S,263869,-89,-31,230
S,263879,-84,-33,229
S,263889,-60,-41,225
S,263899,-26,-54,234
S,263909,5,-64,234
S,263919,16,-67,247
S,263929,5,-77,238
S,263939,-11,-79,226
S,263949,-36,-78,218
S,263959,-58,-85,215
S,263969,-63,-88,210
S,263979,-59,-74,212
S,263989,-53,-75,215
S,263999,-44,-81,217
S,264009,-35,-88,227
S,264019,-25,-98,232
S,264029,-27,-105,230
S,264039,-31,-105,228
S,264049,-49,-106,230
S,264059,-76,-119,235
S,264069,-95,-138,243
S,264079,-93,-151,257
S,264089,-82,-139,250
S,264099,-40,-172,286
S,264109,-25,-152,275
S,264119,-16,-146,266
S,264129,-72,-131,277
S,264139,-96,-121,294
S,264149,-105,-116,312
S,264159,-99,-105,323
S,264169,-68,-88,326
