0] builtin=0 custom=0
op[1] builtin=0 custom=0
op[2] builtin=0 custom=0
op[3] builtin=0 custom=0
op[4] builtin=0 custom=0
op[5] builtin=0 custom=0
op[6] builtin=0 custom=0
Input type: 1
Input bytes: 1536
ADXL345 Initialized
window_samples = 128
ESP-ROM:esp32c6-20220919
0] builtin=0 custom=0
op[1] builtin=0 custom=0
op[2] builtin=0 custom=0
op[3] builtin=0 custom=0
op[4] builtin=0 custom=0
op[5] builtin=0 custom=0
op[6] builtin=0 custom=0
Input type: 1
Input bytes: 1536
ADXL345 Initialized
window_samples = 128
ERR unknown command (type 'help')
OK mode=LOG
M,14438,W,1,START
OK start
S,150339,-102,-24,452
S,150349,-99,-11,446
S,150359,-91,2,445
S,150369,-80,9,444
S,150379,-40,27,450
S,150389,-4,48,443
S,150399,10,74,432
S,150409,-12,86,396
S,150419,-39,82,371
S,150429,-77,48,346
S,150439,-112,29,305
S,150449,-132,9,249
S,150459,-156,-17,219
S,150469,-32,-75,209
S,150479,131,-39,196
S,150489,138,-44,201
S,150499,82,-117,178
S,150509,12,-151,182
S,150519,-24,-114,161
S,150529,-62,-91,144
S,150539,-106,-69,104
S,150549,-130,-56,89
S,150559,-47,-85,117
S,150569,92,-97,183
S,150579,118,-112,194
S,150589,67,-143,194
S,150599,39,-100,168
S,150609,34,-46,155
S,150619,1,-36,148
S,150629,-50,-53,150
S,150639,-81,-62,154
S,150649,-77,-64,165
S,150659,-64,-86,187
S,150669,-38,-103,208
S,150679,8,-99,230
S,150689,42,-108,260
S,150699,23,-85,254
S,150709,-3,-72,253
S,150719,-18,-43,227
S,150729,-26,-29,230
S,150739,-46,-43,240
S,150753,-62,-57,250
S,150759,-68,-51,254
S,150769,-71,-50,260
S,150779,-71,-34,258
S,150789,-64,-19,256
S,150799,-56,-9,264
S,150809,-53,-4,271
S,150819,-58,-12,275
S,150829,-65,-20,269
M,150829,W,5,END
OK end
M,155878,W,6,START
OK start
S,155879,-64,41,279
S,155889,-64,19,285
S,155899,-63,4,294
S,155909,-66,-7,302
S,155919,-73,-20,306
S,155929,-66,-10,303
S,155939,-45,19,294
S,155949,-27,41,296
S,155959,-20,62,285
S,155969,-29,59,294
S,155979,-33,42,301
S,155989,-29,30,310
S,155999,-30,16,310
S,156009,-34,4,306
S,156019,-35,-2,299
S,156029,-33,-2,286
S,156039,-40,-12,287
S,156049,-27,1,272
S,156059,-14,29,253
S,156069,-8,38,225
S,156079,7,39,207
S,156089,11,42,184
S,156099,1,31,158
S,156109,1,22,139
S,156119,15,31,131
S,156129,37,33,126
S,156139,52,40,109
S,156149,38,30,104
S,156159,27,8,90
S,156169,38,-2,116
S,156179,66,13,106
S,156189,63,34,88
S,156199,49,42,84
S,156209,70,44,104
S,156219,92,62,113
S,156229,88,34,142
S,156239,69,-12,183
S,156249,55,-51,211
S,156259,44,-27,210
S,156269,42,2,221
S,156279,16,38,226
S,156289,-10,16,221
S,156299,-39,0,234
S,156309,-41,-28,243
S,156319,-14,-54,262
S,156329,4,-103,295
S,156339,26,-131,338
S,156349,47,-78,387
S,156359,19,4,392
S,156369,-68,88,372
S,156379,-151,137,352
S,156389,-199,160,360
S,156399,-209,110,401
S,156409,-177,71,448
S,156419,-119,41,508
S,156429,-56,15,563
S,156439,-15,16,605
S,156449,-8,48,616
S,156459,-46,107,594
S,156469,-99,95,594
S,156479,-114,40,609
S,156489,-78,13,609
S,156499,-32,-8,604
S,156509,16,-29,597
S,156519,63,-24,584
S,156529,61,-2,557
S,156539,38,47,487
S,156549,8,61,444
S,156559,-14,47,409
S,156569,-42,8,381
S,156579,-72,-13,345
S,156589,-96,-38,324
S,156599,-43,-57,325
S,156609,79,8,311
S,156619,83,16,276
S,156629,15,35,217
S,156639,-50,11,183
S,156649,-73,2,151
S,156659,-98,-38,135
S,156669,-127,-79,119
S,156679,-128,-102,114
S,156689,-116,-148,113
S,156699,-9,-180,114
S,156709,152,-152,118
S,156719,193,-133,103
S,156729,98,-181,94
S,156739,18,-206,67
S,156749,29,-133,56
S,156759,46,-81,46
S,156769,50,-65,56
S,156783,68,-58,65
S,156789,68,-58,65
S,156799,78,-42,59
S,156809,80,-39,64
S,156819,91,-43,70
S,156829,124,-38,91
S,156839,125,-62,120
S,156849,84,-73,123
S,156859,39,-52,103
S,156869,25,-27,98
S,156879,34,0,90
S,156889,37,-1,109
S,156899,44,-13,137
S,156909,95,22,162
S,156919,137,62,189
S,156929,113,56,213
S,156939,63,46,216
S,156949,36,52,211
S,156959,34,58,191
S,156969,44,55,189
S,156979,26,35,187
S,156989,7,-37,227
S,156999,-16,-59,220
S,157009,-8,-42,266
S,157019,-15,-38,297
S,157029,-27,17,299
S,157039,-61,59,303
S,157049,-117,32,330
S,157059,-115,-82,437
S,157069,-99,-157,546
S,157079,-93,-226,646
S,157089,-92,-195,710
S,157099,-74,-51,723
S,157109,-97,96,701
S,157119,-146,191,668
S,157129,-156,194,650
S,157139,-127,151,619
S,157149,-89,56,584
S,157159,-90,-47,536
S,157169,-69,-120,503
S,157179,-82,-192,481
S,157189,-132,-222,454
S,157199,-136,-207,417
S,157209,-63,-151,387
S,157219,-17,-122,348
S,157229,-56,-116,296
S,157239,-85,-135,235
S,157249,-147,-142,208
S,157259,-149,-144,175
S,157269,-143,-183,163
S,157279,-144,-231,170
S,157289,-59,-251,165
S,157299,164,-211,173
S,157309,261,-149,172
S,157319,132,-182,147
S,157329,50,-163,90
S,157339,54,-118,102
S,157349,60,-98,107
S,157359,33,-121,124
S,157369,7,-158,139
S,157379,6,-156,131
S,157389,-5,-167,129
S,157399,36,-147,125
S,157409,82,-126,128
S,157419,80,-124,130
S,157429,64,-144,151
S,157439,75,-148,162
S,157449,87,-153,197
S,157459,63,-142,200
S,157469,34,-135,194
S,157479,10,-127,204
S,157489,1,-127,209
S,157499,2,-112,215
S,157509,-1,-108,214
S,157519,-2,-98,207
S,157529,3,-86,211
S,157539,18,-64,215
S,157549,28,-65,235
S,157559,13,-71,242
S,157569,-3,-81,256
S,157579,-16,-82,262
S,157589,-25,-83,265
S,157599,-40,-91,266
S,157609,-41,-97,267
S,157619,-37,-96,268
S,157629,-22,-88,273
S,157639,-3,-74,279
S,157649,9,-67,289
S,157659,1,-77,298
S,157669,-13,-80,295
S,157679,-21,-75,286
M,157679,W,6,END
OK end
M,165988,W,7,START
OK start
S,165989,-46,16,307
S,165999,-47,15,308
S,166009,-47,21,296
S,166019,-47,30,295
S,166029,-43,21,301
S,166039,-43,14,301
S,166049,-43,15,298
S,166059,-47,16,289
S,166069,-50,9,284
S,166079,-40,8,285
S,166089,-25,9,280
S,166099,-22,5,274
S,166109,-22,5,267
S,166119,-24,12,257
S,166129,-24,34,240
S,166139,-16,48,234
S,166149,-15,46,222
S,166159,-7,40,221
S,166169,-6,41,213
S,166179,0,38,199
S,166189,-1,28,185
S,166199,2,9,179
S,166209,30,-13,190
S,166219,57,-20,185
S,166229,67,-13,184
S,166239,68,17,167
S,166249,57,48,138
S,166259,31,53,124
S,166269,21,56,117
S,166279,24,54,117
S,166289,36,54,123
S,166299,53,47,128
S,166309,73,18,150
S,166319,85,-27,183
S,166329,69,-53,213
S,166339,57,-36,207
S,166349,61,-4,195
S,166359,17,-7,224
S,166369,-29,15,229
S,166379,-53,9,224
S,166389,-35,6,243
S,166399,-27,-25,272
S,166409,-39,-90,317
S,166419,-43,-130,363
S,166429,-34,-103,403
S,166439,-41,-11,406
S,166449,-111,51,399
S,166459,-180,84,405
S,166469,-225,73,439
S,166479,-218,32,506
S,166489,-197,-12,559
S,166499,-183,-79,613
S,166509,-155,-132,641
S,166519,-123,-146,645
S,166529,-101,-115,607
S,166539,-72,-80,570
S,166549,-49,-35,522
S,166559,-34,-1,495
S,166569,-17,9,475
S,166579,-8,3,457
S,166589,4,3,437
S,166599,0,-3,410
S,166609,-10,-10,382
S,166619,-37,-30,351
S,166629,-81,-48,315
S,166639,-122,-54,273
S,166649,-153,-55,235
S,166659,-142,-41,216
S,166669,-59,-7,195
S,166679,54,37,180
S,166689,35,-9,180
S,166699,-30,-70,175
S,166709,-32,-71,159
S,166719,-11,-59,146
S,166729,1,-66,154
S,166739,36,-80,160
S,166749,98,-68,173
S,166759,135,-42,174
S,166769,119,-28,161
S,166779,104,-9,143
S,166789,94,1,128
S,166799,80,-7,126
S,166809,71,-22,125
S,166819,70,-15,114
S,166833,61,-19,104
S,166839,42,-25,96
S,166849,40,-23,91
S,166859,45,-27,97
S,166869,52,-36,103
S,166879,51,-44,120
S,166889,47,-39,127
S,166899,59,-11,129
S,166909,77,32,119
S,166919,62,49,114
S,166929,21,44,119
S,166939,-1,42,124
S,166949,-1,36,133
S,166959,-4,37,141
S,166969,5,3,159
S,166979,43,-26,204
S,166989,78,-48,254
S,166999,79,-115,309
S,167009,74,-104,322
S,167019,39,-50,297
S,167029,-18,4,263
S,167039,-75,13,250
S,167049,-114,2,256
S,167059,-104,-2,279
S,167069,-87,-33,324
S,167079,-69,-100,394
S,167089,-43,-152,454
S,167099,-22,-161,507
S,167109,-53,-77,508
S,167119,-100,51,511
S,167129,-145,146,511
S,167139,-171,201,523
S,167149,-176,190,548
S,167159,-169,145,565
S,167169,-140,76,577
S,167179,-119,-7,586
S,167189,-77,-65,584
S,167199,-29,-98,574
S,167209,-6,-88,540
S,167219,-24,-68,497
S,167229,-51,-20,454
S,167239,-62,17,417
S,167249,-63,35,394
S,167259,-60,34,388
S,167269,-75,24,366
S,167279,-123,4,328
S,167289,-136,-20,295
S,167299,-50,-39,291
S,167309,48,-53,279
S,167319,25,-95,274
S,167329,-41,-125,246
S,167339,-78,-100,199
S,167349,-105,-77,174
S,167359,-142,-75,153
S,167369,-182,-83,159
S,167379,-176,-103,171
S,167389,-7,-89,196
S,167399,136,-12,202
S,167409,125,-25,197
S,167419,42,-103,209
S,167429,5,-81,151
S,167439,-17,-52,141
S,167449,-46,-64,137
S,167459,-59,-107,157
S,167469,-64,-141,187
S,167479,-8,-164,212
S,167489,94,-104,224
S,167499,99,-90,215
S,167509,43,-102,211
S,167519,30,-95,200
S,167529,23,-74,202
S,167539,-6,-70,205
S,167549,-45,-88,213
S,167559,-59,-101,222
S,167569,-41,-94,225
S,167579,-19,-82,236
S,167589,9,-53,237
S,167599,16,-38,237
S,167609,1,-35,242
S,167619,-15,-42,245
S,167629,-28,-37,249
S,167639,-42,-36,250
S,167649,-58,-40,257
S,167659,-67,-43,262
S,167669,-75,-43,261
S,167679,-65,-32,265
S,167689,-44,-22,260
S,167699,-35,-27,262
S,167709,-43,-37,264
S,167719,-51,-45,258
S,167729,-54,-49,257
S,167739,-54,-55,261
S,167749,-58,-57,262
S,167759,-57,-54,270
S,167769,-61,-51,265
S,167779,-64,-44,267
S,167789,-62,-34,262
M,167789,W,7,END
OK end
M,171578,W,8,START
OK start
S,171579,-57,13,294
S,171589,-49,26,296
S,171599,-34,43,294
S,171609,-30,53,291
S,171619,-39,46,292
S,171629,-40,39,292
S,171639,-42,34,287
S,171649,-43,27,291
S,171659,-32,22,292
S,171669,-13,15,297
S,171679,-2,16,295
S,171689,-9,21,284
S,171699,-25,27,272
S,171709,-33,27,260
S,171719,-33,24,250
S,171729,-27,14,246
S,171739,-12,17,240
S,171749,7,21,227
S,171759,21,25,216
S,171769,23,18,205
S,171779,27,10,200
S,171789,28,8,183
S,171799,24,4,170
S,171809,29,9,167
S,171819,51,20,154
S,171829,59,15,161
S,171839,49,5,145
S,171849,40,21,123
S,171859,41,29,112
S,171869,40,18,104
S,171879,49,8,113
S,171889,63,-8,120
S,171899,80,-34,136
S,171909,91,-52,158
S,171919,77,-73,168
S,171929,73,-61,193
S,171939,60,-45,197
S,171949,72,-15,206
S,171959,70,35,210
S,171969,48,55,204
S,171979,36,53,207
S,171989,28,34,206
S,171999,9,8,216
S,172009,13,-2,222
S,172019,2,-33,242
S,172029,4,-35,261
S,172039,3,-41,283
S,172049,-39,-61,316
S,172059,-63,-63,335
S,172069,-76,-80,345
S,172079,-37,-60,362
S,172089,7,-65,418
S,172099,22,-39,499
S,172109,14,47,533
S,172119,-26,136,554
S,172129,-117,187,564
S,172139,-169,226,585
S,172149,-209,145,639
S,172159,-229,55,667
S,172169,-114,-6,692
S,172179,-21,-124,722
S,172189,29,-167,717
S,172199,59,-95,640
S,172209,47,-41,579
S,172219,6,1,518
S,172229,1,47,497
S,172239,0,84,453
S,172249,3,97,414
S,172259,20,77,389
S,172269,-2,23,397
S,172279,-41,-3,380
S,172289,-74,-15,343
S,172299,-27,-10,294
S,172309,47,-19,261
S,172319,45,-45,253
S,172329,26,-79,246
S,172339,13,-88,226
S,172349,-38,-53,164
S,172359,-102,-26,114
S,172369,-167,-20,74
S,172379,-154,-51,82
S,172389,35,-24,93
S,172399,210,-6,106
S,172409,155,-74,133
S,172419,73,-99,97
S,172429,62,-17,63
S,172439,77,31,55
S,172449,60,19,68
S,172459,38,41,62
S,172469,31,60,47
S,172479,30,47,40
S,172489,48,15,49
S,172499,71,-11,65
S,172509,84,-33,81
S,172519,96,-33,81
S,172529,110,-52,100
S,172539,109,-65,109
S,172549,97,-69,121
S,172559,70,-66,121
S,172569,31,-17,99
S,172579,-23,1,80
S,172589,-44,1,115
S,172599,-21,29,113
S,172609,49,26,132
S,172619,61,14,193
S,172629,31,-37,232
S,172639,14,-53,263
S,172649,5,-29,283
S,172659,-48,-26,301
S,172669,-104,-9,287
S,172679,-112,17,292
S,172689,-103,9,315
S,172699,-100,-5,332
S,172709,-63,-16,373
S,172719,-9,-74,424
S,172729,51,-71,504
S,172739,87,-27,559
S,172749,30,127,545
S,172759,-82,276,486
S,172769,-167,353,460
S,172779,-194,293,501
S,172789,-160,164,561
S,172799,-77,36,619
S,172809,30,-82,655
S,172819,112,-188,687
S,172829,107,-235,682
S,172839,51,-200,620
S,172849,1,-92,553
S,172863,-62,-1,472
S,172869,-62,-1,472
S,172879,-92,7,449
S,172889,-124,7,420
S,172899,-136,-2,391
S,172909,-83,-8,363
S,172919,-13,-1,341
S,172929,0,-20,339
S,172939,-23,-38,326
S,172949,-64,-41,310
S,172959,-94,-23,278
S,172969,-123,-13,258
S,172979,-118,-12,235
S,172989,-38,4,210
S,172999,-10,1,179
S,173009,-45,-29,170
S,173019,-35,-86,139
S,173029,3,-95,184
S,173039,4,-59,178
S,173049,-49,-15,149
S,173059,-91,12,130
S,173069,-82,-17,141
S,173079,-66,-70,167
S,173089,38,-65,188
S,173099,126,-93,197
S,173109,141,-116,199
S,173119,104,-135,196
S,173129,60,-124,170
S,173139,17,-117,163
S,173149,-16,-117,163
S,173159,-34,-103,166
S,173169,-32,-78,175
S,173179,-15,-56,183
S,173189,-1,-48,195
S,173199,1,-37,192
S,173209,-17,-30,196
S,173219,-24,-24,180
S,173229,-16,-23,194
S,173239,-12,-28,208
S,173249,-23,-29,221
S,173259,-36,-23,226
S,173269,-42,-30,230
S,173279,-43,-36,234
S,173289,-45,-43,243
S,173299,-44,-41,249
S,173309,-43,-34,259
S,173319,-52,-25,255
S,173329,-59,-16,250
S,173339,-60,-19,253
S,173349,-61,-22,254
S,173359,-64,-26,255
S,173369,-65,-25,258
S,173379,-57,-14,257
M,173379,W,8,END
OK end
M,177688,W,9,START
OK start
S,177689,-41,5,302
S,177699,-46,8,301
S,177709,-44,18,296
S,177719,-39,33,299
S,177729,-35,52,286
S,177739,-41,55,288
S,177749,-39,53,290
S,177759,-42,43,291
S,177769,-40,30,297
S,177779,-22,17,285
S,177789,-20,23,280
S,177799,-28,18,274
S,177809,-34,23,274
S,177819,-30,37,263
S,177829,-43,41,255
S,177839,-53,37,251
S,177849,-54,34,239
S,177859,-55,34,234
S,177869,-44,30,223
S,177879,-26,37,204
S,177889,-26,39,207
S,177899,-27,39,195
S,177909,-32,29,186
S,177919,-37,17,180
S,177929,-25,31,164
S,177939,-25,27,157
S,177949,-33,19,151
S,177959,-45,14,142
S,177969,-39,19,130
S,177979,-14,22,150
S,177989,37,32,85
S,177999,16,14,109
S,178009,12,17,96
S,178019,28,25,111
S,178029,61,38,99
S,178039,60,29,118
S,178049,75,19,117
S,178059,102,4,136
S,178069,136,-4,168
S,178079,147,-27,197
S,178089,138,-4,186
S,178099,98,-10,174
S,178109,58,-23,188
S,178119,51,-32,207
S,178129,35,-51,231
S,178139,15,-101,259
S,178149,27,-109,287
S,178159,53,-111,326
S,178169,52,-73,343
S,178179,9,3,325
S,178189,-64,40,334
S,178199,-124,38,364
S,178209,-150,5,427
S,178219,-158,0,464
S,178229,-148,-6,493
S,178239,-126,-5,538
S,178249,-72,7,607
S,178259,-63,16,645
S,178269,-90,75,636
S,178279,-167,124,621
S,178289,-216,123,605
S,178299,-189,91,601
S,178309,-137,35,601
S,178319,-69,-27,590
S,178329,33,-41,578
S,178339,69,-86,573
S,178349,87,-26,498
S,178359,73,1,454
S,178369,14,12,425
S,178379,-47,17,405
S,178389,-80,23,376
S,178399,-103,16,355
S,178409,-139,-16,330
S,178419,-154,-66,323
S,178429,-1,-42,320
S,178439,117,-1,295
S,178449,53,-21,262
S,178459,-28,-49,237
S,178469,-30,-8,190
S,178479,-33,-2,167
S,178489,-68,-30,158
S,178499,-98,-50,147
S,178509,-90,-71,132
S,178519,97,-44,143
S,178529,200,-22,121
S,178539,117,-71,118
S,178549,27,-102,98
S,178559,25,-48,64
S,178569,29,-29,52
S,178579,10,-37,49
S,178589,15,-36,46
S,178599,38,-7,40
S,178609,38,-5,36
S,178619,41,1,32
S,178629,51,12,31
S,178639,62,10,38
S,178649,65,-23,66
S,178659,75,-26,82
S,178669,91,-7,88
S,178679,86,7,79
S,178689,72,6,78
S,178699,63,1,93
S,178709,44,-31,112
S,178719,37,-12,121
S,178729,27,-23,149
S,178739,68,3,169
S,178749,106,76,155
S,178759,86,68,216
S,178769,51,59,220
S,178779,-3,-14,214
S,178789,-62,-69,234
S,178799,-92,-103,245
S,178809,-105,-172,275
S,178819,-26,-185,325
S,178829,45,-181,384
S,178839,64,-130,421
S,178849,53,8,420
S,178859,-43,85,432
S,178869,-163,118,453
S,178879,-225,142,503
S,178893,-231,113,576
S,178899,-202,86,641
S,178909,-87,75,715
S,178919,48,39,759
S,178929,16,-41,810
S,178939,2,11,769
S,178949,-12,23,681
S,178959,-23,29,638
S,178969,-28,6,606
S,178979,-32,-15,581
S,178989,-34,-34,560
S,178999,-51,-25,513
S,179009,-50,-26,467
S,179019,-45,-32,424
S,179029,-54,-31,380
S,179039,-62,-16,351
S,179049,-25,14,318
S,179059,5,16,304
S,179069,-3,-10,288
S,179079,-37,-44,256
S,179089,-83,-69,226
S,179099,-121,-89,202
S,179109,-154,-100,183
S,179119,-45,-135,186
S,179129,151,-24,174
S,179139,146,-38,182
S,179149,64,-140,203
S,179159,55,-167,197
S,179169,58,-125,167
S,179179,17,-79,130
S,179189,-49,-69,116
S,179199,-71,-73,107
S,179209,-72,-106,134
S,179219,35,-126,145
S,179229,172,-103,187
S,179239,162,-85,175
S,179249,67,-94,152
S,179259,24,-90,139
S,179269,-6,-78,130
S,179279,-26,-84,138
S,179289,-52,-100,153
S,179299,-58,-114,173
S,179309,-37,-120,195
S,179319,17,-103,204
S,179329,27,-93,222
S,179339,-10,-87,219
S,179349,-31,-69,208
S,179359,-31,-54,207
S,179369,-36,-55,214
S,179379,-58,-59,216
S,179389,-76,-59,226
S,179399,-88,-68,227
S,179409,-82,-44,235
S,179419,-69,-39,231
S,179429,-70,-36,232
S,179439,-76,-34,231
S,179449,-78,-38,234
S,179459,-79,-43,240
S,179469,-76,-45,245
S,179479,-75,-42,251
S,179489,-78,-42,255
M,179489,W,9,END
OK end
M,186658,W,10,START
OK start
S,186659,-45,15,261
S,186669,-51,10,260
S,186679,-50,10,257
S,186689,-46,12,255
S,186699,-46,15,250
S,186709,-42,21,249
S,186719,-36,22,254
S,186729,-31,23,248
S,186739,-34,17,245
S,186749,-23,17,236
S,186759,-1,17,228
S,186769,18,18,203
S,186779,32,19,181
S,186789,18,-15,175
S,186799,25,-24,159
S,186809,45,-4,150
S,186819,55,28,134
S,186829,55,49,126
S,186839,62,61,119
S,186849,63,62,121
S,186859,72,51,127
S,186869,99,43,139
S,186879,97,17,159
S,186889,93,16,156
S,186899,42,-43,190
S,186909,38,-26,208
S,186919,59,33,157
S,186933,53,8,198
S,186939,65,42,211
S,186949,80,39,218
S,186959,88,-10,236
S,186969,62,-74,267
S,186979,27,-134,287
S,186989,4,-135,303
S,186999,-21,-95,310
S,187009,-48,-49,320
S,187019,-63,4,341
S,187029,-51,43,372
S,187039,-46,39,399
S,187049,-74,-9,433
S,187059,-93,-62,471
S,187069,-77,-86,529
S,187079,-74,-48,567
S,187089,-97,3,590
S,187099,-128,37,609
S,187109,-149,58,613
S,187119,-108,59,616
S,187129,-36,16,627
S,187139,-5,-58,618
S,187149,33,-111,601
S,187159,59,-108,560
S,187169,62,-100,514
S,187179,27,-96,475
S,187189,-6,-60,441
S,187199,-13,-16,392
S,187209,-40,-1,362
S,187219,-49,-11,336
S,187229,-32,-37,332
S,187239,-5,-59,331
S,187249,25,-43,317
S,187259,2,-27,291
S,187269,-44,-22,258
S,187279,-61,-29,234
S,187289,4,-7,237
S,187299,46,-8,227
S,187309,27,-27,226
S,187319,-4,-23,200
S,187329,-33,-15,173
S,187339,-46,-25,147
S,187349,-3,-25,151
S,187359,47,-40,154
S,187369,78,-42,151
S,187379,72,-65,145
S,187389,55,-80,144
S,187399,43,-68,132
S,187409,34,-58,117
S,187419,24,-50,109
S,187429,9,-44,101
S,187439,9,-31,94
S,187449,36,-7,91
S,187459,61,-12,105
S,187469,66,-7,109
S,187479,77,-1,107
S,187489,69,22,97
S,187499,47,28,93
S,187509,33,24,97
S,187519,22,14,107
S,187529,21,20,111
S,187539,33,38,112
S,187549,51,45,123
S,187559,68,63,133
S,187569,80,43,158
S,187579,104,42,174
S,187589,109,54,165
S,187599,84,53,167
S,187609,48,18,193
S,187619,31,4,204
S,187629,34,-1,200
S,187639,45,-28,205
S,187649,42,-61,233
S,187659,36,-89,258
S,187669,63,-102,278
S,187679,68,-124,303
S,187689,37,-103,319
S,187699,3,-38,320
S,187709,-3,42,316
S,187719,-33,84,326
S,187729,-54,81,346
S,187739,-64,67,366
S,187749,-77,42,382
S,187759,-57,28,410
S,187769,-15,9,449
S,187779,73,-17,541
S,187789,153,3,585
S,187799,47,14,547
S,187809,-55,61,479
S,187819,-76,152,445
S,187829,-109,142,454
S,187839,-172,49,491
S,187849,-172,-31,527
S,187859,-117,-59,551
S,187869,-66,-63,557
S,187879,-53,-76,551
S,187889,-44,-71,541
S,187899,-52,-44,519
S,187909,-75,-5,489
S,187919,-89,39,449
S,187929,-95,72,404
S,187939,-95,77,370
S,187949,-110,55,360
S,187959,-129,1,355
S,187969,-40,-49,352
S,187979,69,-63,379
S,187989,90,-79,385
S,187999,78,-54,343
S,188009,27,-19,320
S,188019,-27,45,246
S,188029,-118,30,228
S,188039,-196,1,213
S,188049,-229,-38,207
S,188059,-130,-75,219
S,188069,121,-30,245
S,188079,254,-20,246
S,188089,176,-141,265
S,188099,105,-205,257
S,188109,79,-146,200
S,188119,-41,-84,159
S,188129,-66,-95,168
S,188139,-65,-102,180
S,188149,34,-90,190
S,188159,127,-72,199
S,188169,122,-54,187
S,188179,54,-69,171
S,188189,26,-62,145
S,188199,34,-71,151
S,188209,26,-75,150
S,188219,13,-100,183
S,188229,6,-103,200
S,188239,24,-97,220
S,188249,81,-58,224
S,188259,91,-58,231
S,188269,44,-64,225
S,188279,11,-54,211
S,188289,6,-49,202
S,188299,2,-56,212
S,188309,0,-65,223
S,188319,-9,-63,234
S,188329,-12,-66,247
S,188339,17,-45,251
S,188349,26,-33,247
S,188359,22,-34,247
S,188369,6,-45,248
S,188379,-11,-54,246
S,188389,-19,-60,249
S,188399,-24,-63,254
S,188409,-29,-66,258
S,188419,-30,-57,258
S,188429,-24,-46,254
S,188439,-17,-33,253
S,188449,-10,-27,253
S,188459,-17,-28,254
M,188459,W,10,END
OK end
M,200948,RING,11,START
OK start
S,200949,-38,1,279
S,200959,-35,2,276
S,200969,-21,2,276
S,200979,-2,10,272
S,200989,1,10,269
S,201003,-1,6,258
S,201009,-1,6,258
S,201019,6,6,254
S,201029,9,1,248
S,201039,6,-6,242
S,201049,-9,-12,236
S,201059,-13,-15,231
S,201069,-10,-16,229
S,201079,2,-17,232
S,201089,1,-22,227
S,201099,-9,-20,222
S,201109,-14,-12,213
S,201119,-8,-11,206
S,201129,-15,-29,218
S,201139,-5,-40,201
S,201149,-6,-35,197
S,201159,11,-39,213
S,201169,6,-35,184
S,201179,10,-48,223
S,201189,9,-64,225
S,201199,24,-65,228
S,201209,24,-59,227
S,201219,31,-41,198
S,201229,53,-19,197
S,201239,41,-36,203
S,201249,34,-55,218
S,201259,14,-72,221
S,201269,6,-79,244
S,201279,-11,-73,246
S,201289,-46,-88,254
S,201299,-72,-92,241
S,201309,-72,-78,236
S,201319,-62,-85,228
S,201329,-49,-85,229
S,201339,-25,-101,256
S,201349,-6,-106,269
S,201359,-14,-115,285
S,201369,-34,-102,286
S,201379,-51,-78,264
S,201389,-54,-51,265
S,201399,-49,-21,268
S,201409,-54,-16,272
S,201419,-38,-22,288
S,201429,-28,-48,304
S,201439,-22,-58,317
S,201449,-14,-80,326
S,201459,-6,-85,341
S,201469,2,-61,351
S,201479,14,-3,351
S,201489,-6,51,344
S,201499,-31,103,342
S,201509,-25,131,352
S,201519,-24,42,405
S,201529,-6,1,424
S,201539,21,-29,440
S,201549,50,12,447
S,201559,65,65,437
S,201569,45,106,422
S,201579,6,112,402
S,201589,-19,106,388
S,201599,-36,77,365
S,201609,-17,85,362
S,201619,-6,77,360
S,201629,46,78,349
S,201639,75,79,360
S,201649,38,79,363
S,201659,14,107,345
S,201669,4,125,336
S,201679,5,123,341
S,201689,7,117,346
S,201699,10,129,345
S,201709,11,115,310
S,201719,48,110,327
S,201729,57,81,345
S,201739,47,56,325
S,201749,52,64,323
S,201759,51,77,315
S,201769,42,83,321
S,201779,27,98,308
S,201789,1,120,294
S,201799,-36,132,276
S,201809,-64,124,258
S,201819,-77,96,263
S,201829,-23,93,277
S,201839,96,94,297
S,201849,129,91,304
S,201859,60,63,296
S,201869,11,61,275
S,201879,-3,86,254
S,201889,-30,86,248
S,201899,-63,75,250
S,201909,-103,69,243
S,201919,-96,56,246
S,201929,19,103,264
S,201939,106,155,239
S,201949,67,164,226
S,201959,-2,143,214
S,201969,-18,152,212
S,201979,-19,158,199
S,201989,-31,132,198
S,201999,-28,120,202
S,202009,-41,89,206
S,202019,-28,81,214
S,202029,60,76,233
S,202039,123,100,235
S,202049,72,72,222
S,202059,12,53,207
S,202069,2,68,192
S,202079,-10,58,189
S,202089,-2,51,194
S,202099,11,55,199
S,202109,24,66,201
S,202119,57,79,209
S,202129,80,77,222
S,202139,54,66,217
S,202149,13,50,203
S,202159,-10,48,188
S,202169,-29,38,182
S,202179,-54,25,174
S,202189,-61,16,173
S,202199,-39,3,192
S,202209,-10,-17,207
S,202219,13,-20,218
S,202229,21,-1,213
S,202239,-1,19,199
S,202249,-31,26,184
S,202259,-48,12,186
S,202269,-52,-2,183
S,202279,-59,-14,193
S,202289,-49,-22,185
S,202299,-21,-59,212
S,202309,1,-66,218
S,202319,3,-66,224
S,202329,-26,-56,215
S,202339,-48,-48,208
S,202349,-57,-52,207
S,202359,-57,-61,211
S,202369,-55,-70,210
S,202379,-43,-74,213
S,202389,-21,-76,216
S,202399,-5,-75,218
S,202409,-4,-75,228
S,202419,-25,-70,233
S,202429,-49,-60,243
S,202439,-63,-50,240
S,202449,-63,-34,236
S,202459,-50,-29,240
S,202469,-36,-24,240
S,202479,-17,-15,235
